ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789523157.8,http://10.100.3.5:8000,0.0,,0,0,131352087,33498256,0,0,0,0,0,0,0
1789523159.8,http://10.100.3.5:8000,0.0,,0,0,131352087,33498256,0,0,0,0,0,0,0
1789523161.8,http://10.100.3.5:8000,0.0,,0,0,131352087,33498256,0,0,0,829457,829457,0,0
1789523163.9,http://10.100.3.5:8000,0.0,,0,0,131352087,33498256,0,0,0,1658644,1658644,0,0
1789523165.9,http://10.100.3.5:8000,0.0769,0.0,183660,0,131535747,33498256,3,32,0,2228752,2228752,0,0
1789523167.9,http://10.100.3.5:8000,0.0769,,0,0,131535747,33498256,3,32,0,2228752,2228752,0,0
1789523170.0,http://10.100.3.5:8000,0.1538,0.0,183717,0,131719464,33498256,6,37,0,2228752,2228752,0,0
1789523172.0,http://10.100.3.5:8000,0.1538,,0,0,131719464,33498256,6,37,0,2247713,2247713,0,14973
1789523174.0,http://10.100.3.5:8000,0.1538,,0,0,131719464,33498256,6,37,0,2247713,2247713,0,14973
1789523176.0,http://10.100.3.5:8000,0.1376,0.0,183390,0,131902854,33498256,6,36,0,2195880,2195880,0,0
1789523178.0,http://10.100.3.5:8000,0.1376,,0,0,131902854,33498256,6,36,0,2205371,2205371,0,0
1789523180.1,http://10.100.3.5:8000,0.1323,0.0,122761,0,132025615,33498256,5,35,0,2224325,2224325,0,0
1789523182.1,http://10.100.3.5:8000,0.1323,,0,0,132025615,33498256,5,35,0,2233740,2233740,0,900
1789523184.1,http://10.100.3.5:8000,0.1323,,0,0,132025615,33498256,5,35,0,2243153,2243153,0,10313
1789523186.1,http://10.100.3.5:8000,0.1235,0.0,183634,0,132209249,33498256,5,36,0,2252547,2252547,0,19707
1789523188.1,http://10.100.3.5:8000,0.1235,,0,0,132209249,33498256,5,36,0,2252547,2252547,0,19707
1789523190.2,http://10.100.3.5:8000,0.1382,0.0,183800,0,132393049,33498256,6,34,0,2210195,2210195,0,0
1789523192.2,http://10.100.3.5:8000,0.1382,,0,0,132393049,33498256,6,34,0,2210195,2210195,0,0
1789523194.2,http://10.100.3.5:8000,0.1382,,0,0,132393049,33498256,6,34,0,2158323,2158323,0,0
1789523196.2,http://10.100.3.5:8000,0.1841,0.0,122521,0,132515570,33498256,7,33,0,2116026,2116026,0,0
1789523198.2,http://10.100.3.5:8000,0.1841,,0,0,132515570,33498256,7,33,0,2064248,2064248,0,0
1789523200.3,http://10.100.3.5:8000,0.1514,0.0,183823,0,132699393,33498256,6,31,0,2196283,2196283,0,0
1789523202.3,http://10.100.3.5:8000,0.1514,,0,0,132699393,33498256,6,31,0,2144451,2144451,0,0
1789523204.3,http://10.100.3.5:8000,0.1514,,0,0,132699393,33498256,6,31,0,2040761,2040761,0,0
1789523206.3,http://10.100.3.5:8000,0.1388,0.0,183509,0,132882902,33498256,6,31,0,2224805,2224805,0,0
1789523208.3,http://10.100.3.5:8000,0.1388,,0,0,132882902,33498256,6,31,0,2173046,2173046,0,0
1789523210.4,http://10.100.3.5:8000,0.1571,0.0,122123,0,133005025,33498256,6,32,0,2182601,2182601,0,0
1789523212.4,http://10.100.3.5:8000,0.1571,,0,0,133005025,33498256,6,32,0,2078919,2078919,0,0
1789523214.4,http://10.100.3.5:8000,0.1571,,0,0,133005025,33498256,6,32,0,2078919,2078919,0,0
1789523216.4,http://10.100.3.5:8000,0.1483,0.0,183749,0,133188774,33498256,6,30,0,2211042,2211042,0,0
1789523218.5,http://10.100.3.5:8000,0.1483,,0,0,133188774,33498256,6,30,0,2159190,2159190,0,0
1789523220.5,http://10.100.3.5:8000,0.1633,0.0,122544,0,133311318,33498256,6,31,0,2229913,2229913,0,0
1789523222.5,http://10.100.3.5:8000,0.1633,,0,0,133311318,33498256,6,31,0,2126217,2126217,0,0
1789523224.5,http://10.100.3.5:8000,0.1633,,0,0,133311318,33498256,6,31,0,2074431,2074431,0,0
1789523226.5,http://10.100.3.5:8000,0.158,0.0,183623,0,133494941,33498256,6,30,0,2196978,2196978,0,0
1789523228.6,http://10.100.3.5:8000,0.158,,0,0,133494941,33498256,6,30,0,1989696,1989696,0,0
1789523230.6,http://10.100.3.5:8000,0.1216,0.0,183376,0,133678317,33498256,5,29,0,2225304,2225304,0,0
1789523232.6,http://10.100.3.5:8000,0.1216,,0,0,133678317,33498256,5,29,0,2173525,2173525,0,0
