program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-154837-tr-s000,0,200,10.422,61284,36
bench-ab-20260915-154837-tr-s000,1,200,90.349,61349,73
bench-ab-20260915-154837-tr-s000,2,200,64.614,61451,60
bench-ab-20260915-154837-tr-s001,0,200,11.114,61059,32
bench-ab-20260915-154837-tr-s001,1,200,92.276,61120,75
bench-ab-20260915-154837-tr-s001,2,200,42.039,61224,57
bench-ab-20260915-154837-tr-s002,0,200,14.285,61317,37
bench-ab-20260915-154837-tr-s002,1,200,99.314,61383,80
bench-ab-20260915-154837-tr-s002,2,200,31.402,61493,37
bench-ab-20260915-154837-tr-s003,0,200,19.409,61360,51
bench-ab-20260915-154837-tr-s003,1,200,102.763,61440,68
bench-ab-20260915-154837-tr-s003,2,200,23.292,61537,65
bench-ab-20260915-154837-tr-s004,0,200,16.418,61301,31
bench-ab-20260915-154837-tr-s004,1,200,80.627,61361,45
bench-ab-20260915-154837-tr-s004,2,200,47.975,61435,56
bench-ab-20260915-154837-tr-s005,0,200,19.153,61056,36
bench-ab-20260915-154837-tr-s005,1,200,76.599,61121,26
bench-ab-20260915-154837-tr-s005,2,200,48.358,61176,28
bench-ab-20260915-154837-tr-s006,0,200,19.944,61033,31
bench-ab-20260915-154837-tr-s006,1,200,81.552,61093,41
bench-ab-20260915-154837-tr-s006,2,200,42.753,61163,37
bench-ab-20260915-154837-tr-s007,0,200,21.774,61210,32
bench-ab-20260915-154837-tr-s007,1,200,71.727,61271,25
bench-ab-20260915-154837-tr-s007,2,200,50.803,61325,43
bench-ab-20260915-154837-tr-s008,0,200,23.491,61147,31
bench-ab-20260915-154837-tr-s008,1,200,85.339,61207,49
bench-ab-20260915-154837-tr-s008,2,200,35.482,61285,40
bench-ab-20260915-154837-tr-s009,0,200,27.264,61284,40
bench-ab-20260915-154837-tr-s009,1,200,79.676,61353,49
bench-ab-20260915-154837-tr-s009,2,200,37.368,61431,44
bench-ab-20260915-154837-tr-s010,0,200,27.854,61477,35
bench-ab-20260915-154837-tr-s010,1,200,131.025,61541,24
bench-ab-20260915-154837-tr-s010,2,200,75.559,61594,31
bench-ab-20260915-154837-tr-s011,0,200,30.963,61197,41
bench-ab-20260915-154837-tr-s011,1,200,79.486,61267,49
bench-ab-20260915-154837-tr-s011,2,200,34.236,61345,80
bench-ab-20260915-154837-tr-s012,0,200,36.38,61205,55
bench-ab-20260915-154837-tr-s012,1,200,74.211,61289,43
bench-ab-20260915-154837-tr-s012,2,200,33.551,61361,53
bench-ab-20260915-154837-tr-s013,0,200,34.11,61232,39
bench-ab-20260915-154837-tr-s013,1,200,80.76,61300,30
bench-ab-20260915-154837-tr-s013,2,200,29.03,61359,49
bench-ab-20260915-154837-tr-s014,0,200,33.984,61218,31
bench-ab-20260915-154837-tr-s014,1,200,83.442,61278,63
bench-ab-20260915-154837-tr-s014,2,200,26.551,61370,59
bench-ab-20260915-154837-tr-s015,0,200,39.749,61376,48
bench-ab-20260915-154837-tr-s015,1,200,121.858,61453,45
bench-ab-20260915-154837-tr-s015,2,200,78.031,61527,47
bench-ab-20260915-154837-tr-s016,0,200,37.539,61206,31
bench-ab-20260915-154837-tr-s016,1,200,77.614,61266,25
bench-ab-20260915-154837-tr-s016,2,200,27.957,61320,34
