program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-205919-tr-decay-s000,0,200,10.469,61284,36
bench-ab-20260915-205919-tr-decay-s000,1,200,90.356,61349,73
bench-ab-20260915-205919-tr-decay-s000,2,200,132.786,61451,60
bench-ab-20260915-205919-tr-decay-s001,0,200,11.168,61059,32
bench-ab-20260915-205919-tr-decay-s001,1,200,92.284,61120,75
bench-ab-20260915-205919-tr-decay-s001,2,200,65.056,61224,52
bench-ab-20260915-205919-tr-decay-s002,0,200,14.346,61317,37
bench-ab-20260915-205919-tr-decay-s002,1,200,99.341,61383,80
bench-ab-20260915-205919-tr-decay-s002,2,200,55.511,61493,44
bench-ab-20260915-205919-tr-decay-s003,0,200,19.472,61360,51
bench-ab-20260915-205919-tr-decay-s003,1,200,102.743,61440,68
bench-ab-20260915-205919-tr-decay-s003,2,200,58.398,61537,62
bench-ab-20260915-205919-tr-decay-s004,0,200,16.471,61301,31
bench-ab-20260915-205919-tr-decay-s004,1,200,80.624,61361,45
bench-ab-20260915-205919-tr-decay-s004,2,200,68.129,61435,54
bench-ab-20260915-205919-tr-decay-s005,0,200,19.214,61056,36
bench-ab-20260915-205919-tr-decay-s005,1,200,74.788,61121,26
bench-ab-20260915-205919-tr-decay-s005,2,200,60.652,61176,28
bench-ab-20260915-205919-tr-decay-s006,0,200,20.007,61033,31
bench-ab-20260915-205919-tr-decay-s006,1,200,81.538,61093,41
bench-ab-20260915-205919-tr-decay-s006,2,200,58.634,61163,38
bench-ab-20260915-205919-tr-decay-s007,0,200,21.838,61210,32
bench-ab-20260915-205919-tr-decay-s007,1,200,73.501,61271,25
bench-ab-20260915-205919-tr-decay-s007,2,200,61.076,61325,30
bench-ab-20260915-205919-tr-decay-s008,0,200,23.556,61147,31
bench-ab-20260915-205919-tr-decay-s008,1,200,83.585,61207,49
bench-ab-20260915-205919-tr-decay-s008,2,200,66.649,61285,80
bench-ab-20260915-205919-tr-decay-s009,0,200,27.331,61284,40
bench-ab-20260915-205919-tr-decay-s009,1,200,83.446,61353,49
bench-ab-20260915-205919-tr-decay-s009,2,200,58.811,61431,53
bench-ab-20260915-205919-tr-decay-s010,0,200,27.926,61477,35
bench-ab-20260915-205919-tr-decay-s010,1,200,202.293,61541,24
bench-ab-20260915-205919-tr-decay-s010,2,200,56.888,61594,31
bench-ab-20260915-205919-tr-decay-s011,0,200,31.035,61197,41
bench-ab-20260915-205919-tr-decay-s011,1,200,77.486,61267,49
bench-ab-20260915-205919-tr-decay-s011,2,200,60.274,61345,54
bench-ab-20260915-205919-tr-decay-s012,0,200,36.453,61205,55
bench-ab-20260915-205919-tr-decay-s012,1,200,76.258,61289,43
bench-ab-20260915-205919-tr-decay-s012,2,200,55.207,61361,40
bench-ab-20260915-205919-tr-decay-s013,0,200,34.19,61232,39
bench-ab-20260915-205919-tr-decay-s013,1,200,79.101,61300,30
bench-ab-20260915-205919-tr-decay-s013,2,200,56.329,61359,43
bench-ab-20260915-205919-tr-decay-s014,0,200,34.062,61218,31
bench-ab-20260915-205919-tr-decay-s014,1,200,81.42,61278,63
bench-ab-20260915-205919-tr-decay-s014,2,200,65.276,61370,80
bench-ab-20260915-205919-tr-decay-s015,0,200,39.823,61376,48
bench-ab-20260915-205919-tr-decay-s015,1,200,192.16,61453,45
bench-ab-20260915-205919-tr-decay-s015,2,200,62.298,61527,47
bench-ab-20260915-205919-tr-decay-s016,0,200,37.61,61206,31
bench-ab-20260915-205919-tr-decay-s016,1,200,75.65,61266,25
bench-ab-20260915-205919-tr-decay-s016,2,200,54.15,61320,33
bench-ab-20260915-205919-tr-decay-s017,0,200,41.078,61376,38
bench-ab-20260915-205919-tr-decay-s017,1,200,77.655,61443,39
bench-ab-20260915-205919-tr-decay-s017,2,200,51.868,61511,34
bench-ab-20260915-205919-tr-decay-s018,0,200,41.265,61145,32
bench-ab-20260915-205919-tr-decay-s018,1,200,90.176,61206,67
bench-ab-20260915-205919-tr-decay-s018,2,200,48.336,61302,55
bench-ab-20260915-205919-tr-decay-s019,0,200,47.09,61296,49
