ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789531692.0,http://10.100.3.5:8000,0.0,,0,0,160766289,38671392,0,0,0,0,0,0,0
1789531694.1,http://10.100.3.5:8000,0.0,,0,0,160766289,38671392,0,0,0,0,0,0,0
1789531696.1,http://10.100.3.5:8000,0.0,,0,0,160766289,38671392,0,0,0,829447,829447,0,0
1789531698.1,http://10.100.3.5:8000,0.0549,0.0,183660,0,160949949,38671392,3,20,0,1658631,1658631,0,0
1789531700.2,http://10.100.3.5:8000,0.0549,,0,0,160949949,38671392,3,20,0,2228735,2228735,0,0
1789531702.2,http://10.100.3.5:8000,0.0549,,0,0,160949949,38671392,3,20,0,2228735,2228735,0,0
1789531704.2,http://10.100.3.5:8000,0.1318,0.0,122661,0,161072610,38671392,5,38,0,2228735,2228735,0,0
1789531706.2,http://10.100.3.5:8000,0.1318,,0,0,161072610,38671392,5,38,0,2247698,2247698,0,14958
1789531708.3,http://10.100.3.5:8000,0.1504,0.0,183299,0,161255909,38671392,6,37,0,2247698,2247698,0,14958
1789531710.3,http://10.100.3.5:8000,0.1504,,0,0,161255909,38671392,6,37,0,2195865,2195865,0,0
1789531712.3,http://10.100.3.5:8000,0.1504,,0,0,161255909,38671392,6,37,0,2144022,2144022,0,0
1789531714.3,http://10.100.3.5:8000,0.1651,0.0,183908,0,161439817,38671392,7,34,0,2101595,2101595,0,0
1789531716.3,http://10.100.3.5:8000,0.1651,,0,0,161439817,38671392,7,34,0,2049730,2049730,0,0
1789531718.4,http://10.100.3.5:8000,0.1289,0.0,122402,0,161562219,38671392,5,33,0,2181785,2181785,0,0
1789531720.4,http://10.100.3.5:8000,0.1289,,0,0,161562219,38671392,5,33,0,2129958,2129958,0,0
1789531722.4,http://10.100.3.5:8000,0.1289,,0,0,161562219,38671392,5,33,0,2129958,2129958,0,0
1789531724.4,http://10.100.3.5:8000,0.1511,0.0,183826,0,161746045,38671392,6,33,0,2148917,2148917,0,0
1789531726.4,http://10.100.3.5:8000,0.1511,,0,0,161746045,38671392,6,33,0,2148917,2148917,0,0
1789531728.5,http://10.100.3.5:8000,0.1657,0.0,183727,0,161929772,38671392,7,32,0,2219658,2219658,0,0
1789531730.5,http://10.100.3.5:8000,0.1657,,0,0,161929772,38671392,7,32,0,2115994,2115994,0,0
1789531732.5,http://10.100.3.5:8000,0.1657,,0,0,161929772,38671392,7,32,0,2064217,2064217,0,0
1789531734.5,http://10.100.3.5:8000,0.1569,0.0,122647,0,162052419,38671392,6,32,0,2134909,2134909,0,0
1789531736.5,http://10.100.3.5:8000,0.1569,,0,0,162052419,38671392,6,32,0,2083078,2083078,0,0
1789531738.6,http://10.100.3.5:8000,0.1204,0.0,183539,0,162235958,38671392,5,31,0,2224768,2224768,0,0
1789531740.6,http://10.100.3.5:8000,0.1204,,0,0,162235958,38671392,5,31,0,2224768,2224768,0,0
1789531742.6,http://10.100.3.5:8000,0.1204,,0,0,162235958,38671392,5,31,0,2173009,2173009,0,0
1789531744.6,http://10.100.3.5:8000,0.1626,0.0,122346,0,162358304,38671392,6,33,0,2172907,2172907,0,0
1789531746.6,http://10.100.3.5:8000,0.1626,,0,0,162358304,38671392,6,33,0,2069226,2069226,0,0
1789531748.7,http://10.100.3.5:8000,0.1574,0.0,183337,0,162541641,38671392,6,31,0,2191935,2191935,0,0
1789531750.7,http://10.100.3.5:8000,0.1574,,0,0,162541641,38671392,6,31,0,2140084,2140084,0,0
1789531752.7,http://10.100.3.5:8000,0.1574,,0,0,162541641,38671392,6,31,0,2088232,2088232,0,0
