ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789522275.3,http://10.100.3.5:8000,0.0,,0,0,101937862,28444080,0,0,0,0,0,0,0
1789522277.3,http://10.100.3.5:8000,0.0,,0,0,101937862,28444080,0,0,0,0,0,0,0
1789522279.3,http://10.100.3.5:8000,0.0073,0.0,61284,0,101999146,28444080,1,0,0,829446,829446,0,0
1789522281.4,http://10.100.3.5:8000,0.0073,,0,0,101999146,28444080,1,0,0,1658624,1658624,0,0
1789522283.4,http://10.100.3.5:8000,0.0806,0.0,122376,0,102121522,28444080,3,34,0,2487958,2487958,0,255718
1789522285.5,http://10.100.3.5:8000,0.0806,,0,0,102121522,28444080,3,34,0,3317268,3317268,0,1086628
1789522287.5,http://10.100.3.5:8000,0.0806,,0,0,102121522,28444080,3,34,0,4146636,4146636,0,1917596
1789522289.5,http://10.100.3.5:8000,0.1575,0.0,183717,0,102305239,28444080,6,71,0,4165599,4165599,0,1936559
1789522291.5,http://10.100.3.5:8000,0.1575,,0,0,102305239,28444080,6,71,0,4165599,4165599,0,1936559
1789522293.5,http://10.100.3.5:8000,0.1486,0.0,183390,0,102488629,28444080,6,74,0,4175086,4175086,0,1946046
1789522295.6,http://10.100.3.5:8000,0.1486,,0,0,102488629,28444080,6,74,0,4184578,4184578,0,1955538
1789522297.6,http://10.100.3.5:8000,0.1486,,0,0,102488629,28444080,6,74,0,4203534,4203534,0,1974494
1789522299.6,http://10.100.3.5:8000,0.136,0.0,122761,0,102611390,28444080,5,73,0,4212950,4212950,0,1983910
1789522301.6,http://10.100.3.5:8000,0.136,,0,0,102611390,28444080,5,73,0,4222363,4222363,0,1993323
1789522303.6,http://10.100.3.5:8000,0.1272,0.0,183634,0,102795024,28444080,5,74,0,4231758,4231758,0,2002718
1789522305.7,http://10.100.3.5:8000,0.1272,,0,0,102795024,28444080,5,74,0,4231758,4231758,0,2002718
1789522307.7,http://10.100.3.5:8000,0.1272,,0,0,102795024,28444080,5,74,0,4250694,4250694,0,2021654
1789522309.7,http://10.100.3.5:8000,0.1455,0.0,183800,0,102978824,28444080,6,74,0,4250694,4250694,0,2021654
1789522311.7,http://10.100.3.5:8000,0.1455,,0,0,102978824,28444080,6,74,0,4260191,4260191,0,2031151
1789522313.7,http://10.100.3.5:8000,0.1914,0.0,122521,0,103101345,28444080,7,73,0,4279156,4279156,0,2050116
1789522315.8,http://10.100.3.5:8000,0.1914,,0,0,103101345,28444080,7,73,0,4288654,4288654,0,2059614
1789522317.8,http://10.100.3.5:8000,0.1551,0.0,183823,0,103285168,28444080,6,73,0,4298126,4298126,0,2069086
1789522319.8,http://10.100.3.5:8000,0.1551,,0,0,103285168,28444080,6,73,0,4307654,4307654,0,2078614
1789522321.8,http://10.100.3.5:8000,0.1551,,0,0,103285168,28444080,6,73,0,4326644,4326644,0,2097604
1789522323.8,http://10.100.3.5:8000,0.1461,0.0,183509,0,103468677,28444080,6,74,0,4326644,4326644,0,2097604
1789522325.9,http://10.100.3.5:8000,0.1461,,0,0,103468677,28444080,6,74,0,4336161,4336161,0,2107121
1789522327.9,http://10.100.3.5:8000,0.1645,0.0,183374,0,103652051,28444080,7,73,0,4345717,4345717,0,2116677
1789522329.9,http://10.100.3.5:8000,0.1645,,0,0,103652051,28444080,7,73,0,4364735,4364735,0,2135695
1789522331.9,http://10.100.3.5:8000,0.1645,,0,0,103652051,28444080,7,73,0,4364735,4364735,0,2135695
1789522333.9,http://10.100.3.5:8000,0.1556,0.0,122498,0,103774549,28444080,6,73,0,4374200,4374200,0,2145160
1789522336.0,http://10.100.3.5:8000,0.1556,,0,0,103774549,28444080,6,73,0,4383685,4383685,0,2154645
1789522338.0,http://10.100.3.5:8000,0.1743,0.0,183736,0,103958285,28444080,7,73,0,4393092,4393092,0,2164052
1789522340.0,http://10.100.3.5:8000,0.1743,,0,0,103958285,28444080,7,73,0,4411911,4350655,61256,2182871
1789522342.0,http://10.100.3.5:8000,0.1743,,0,0,103958285,28444080,7,73,0,4421397,4421397,0,2192357
1789522344.0,http://10.100.3.5:8000,0.1617,0.0,122431,0,104080716,28444080,6,74,0,4421397,4421397,0,2192357
