program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-183059-default-s000,0,200,10.432,61284,36
bench-ab-20260915-183059-default-s000,1,200,160.893,61349,73
bench-ab-20260915-183059-default-s000,2,200,152.955,61451,60
bench-ab-20260915-183059-default-s001,0,200,11.129,61059,32
bench-ab-20260915-183059-default-s001,1,200,162.884,61120,75
bench-ab-20260915-183059-default-s001,2,200,151.905,61224,52
bench-ab-20260915-183059-default-s002,0,200,14.299,61317,37
bench-ab-20260915-183059-default-s002,1,200,162.375,61383,80
bench-ab-20260915-183059-default-s002,2,200,150.915,61493,44
bench-ab-20260915-183059-default-s003,0,200,19.423,61360,51
bench-ab-20260915-183059-default-s003,1,200,158.181,61440,68
bench-ab-20260915-183059-default-s003,2,200,156.258,61537,62
bench-ab-20260915-183059-default-s004,0,200,16.428,61301,31
bench-ab-20260915-183059-default-s004,1,200,153.319,61361,45
bench-ab-20260915-183059-default-s004,2,200,150.447,61435,54
bench-ab-20260915-183059-default-s005,0,200,19.17,61056,36
bench-ab-20260915-183059-default-s005,1,200,149.125,61121,26
bench-ab-20260915-183059-default-s005,2,200,143.086,61176,28
bench-ab-20260915-183059-default-s006,0,200,19.964,61033,31
bench-ab-20260915-183059-default-s006,1,200,153.924,61093,41
bench-ab-20260915-183059-default-s006,2,200,149.613,61163,38
bench-ab-20260915-183059-default-s007,0,200,21.791,61210,32
bench-ab-20260915-183059-default-s007,1,200,149.709,61271,25
bench-ab-20260915-183059-default-s007,2,200,145.876,61325,30
bench-ab-20260915-183059-default-s008,0,200,23.513,61147,31
bench-ab-20260915-183059-default-s008,1,200,155.932,61207,49
bench-ab-20260915-183059-default-s008,2,200,162.081,61285,80
bench-ab-20260915-183059-default-s009,0,200,27.294,61284,40
bench-ab-20260915-183059-default-s009,1,200,153.809,61353,49
bench-ab-20260915-183059-default-s009,2,200,155.717,61431,53
bench-ab-20260915-183059-default-s010,0,200,27.887,61477,35
bench-ab-20260915-183059-default-s010,1,200,148.938,61541,24
bench-ab-20260915-183059-default-s010,2,200,150.381,61594,31
bench-ab-20260915-183059-default-s011,0,200,31.001,61197,41
bench-ab-20260915-183059-default-s011,1,200,153.732,61267,49
bench-ab-20260915-183059-default-s011,2,200,155.784,61345,54
bench-ab-20260915-183059-default-s012,0,200,36.419,61205,55
bench-ab-20260915-183059-default-s012,1,200,152.521,61289,43
bench-ab-20260915-183059-default-s012,2,200,151.607,61361,40
bench-ab-20260915-183059-default-s013,0,200,34.153,61232,39
bench-ab-20260915-183059-default-s013,1,200,147.673,61300,30
bench-ab-20260915-183059-default-s013,2,200,153.435,61359,43
bench-ab-20260915-183059-default-s014,0,200,34.027,61218,31
bench-ab-20260915-183059-default-s014,1,200,157.676,61278,63
bench-ab-20260915-183059-default-s014,2,200,160.413,61370,80
bench-ab-20260915-183059-default-s015,0,200,39.789,61376,48
bench-ab-20260915-183059-default-s015,1,200,153.245,61453,45
bench-ab-20260915-183059-default-s015,2,200,152.728,61527,47
bench-ab-20260915-183059-default-s016,0,200,37.573,61206,31
bench-ab-20260915-183059-default-s016,1,200,148.131,61266,25
bench-ab-20260915-183059-default-s016,2,200,150.52,61320,33
bench-ab-20260915-183059-default-s017,0,200,41.05,61376,38
bench-ab-20260915-183059-default-s017,1,200,151.957,61443,39
bench-ab-20260915-183059-default-s017,2,200,150.898,61511,34
bench-ab-20260915-183059-default-s018,0,200,41.231,61145,32
bench-ab-20260915-183059-default-s018,1,200,160.674,61206,67
bench-ab-20260915-183059-default-s018,2,200,149.227,61302,55
bench-ab-20260915-183059-default-s019,0,200,47.061,61296,49
bench-ab-20260915-183059-default-s019,1,200,157.075,61374,61
bench-ab-20260915-183059-default-s019,2,200,151.446,61464,51
bench-ab-20260915-183059-default-s020,0,200,45.182,61351,34
bench-ab-20260915-183059-default-s020,1,200,157.62,61414,65
bench-ab-20260915-183059-default-s020,2,200,147.919,61508,47
bench-ab-20260915-183059-default-s021,0,200,48.615,61176,41
bench-ab-20260915-183059-default-s021,1,200,159.415,61246,63
bench-ab-20260915-183059-default-s021,2,200,154.952,61338,73
bench-ab-20260915-183059-default-s022,0,200,47.97,61133,30
bench-ab-20260915-183059-default-s022,1,200,155.593,61192,53
bench-ab-20260915-183059-default-s022,2,200,150.887,61274,55
bench-ab-20260915-183059-default-s023,0,200,53.876,61230,48
bench-ab-20260915-183059-default-s023,1,200,162.121,61307,80
bench-ab-20260915-183059-default-s023,2,200,152.65,61417,51
bench-ab-20260915-183059-default-s024,0,200,51.757,61146,33
bench-ab-20260915-183059-default-s024,1,200,162.056,61208,80
bench-ab-20260915-183059-default-s024,2,200,148.034,61318,48
bench-ab-20260915-183059-default-s025,0,200,59.431,61200,56
bench-ab-20260915-183059-default-s025,1,200,156.631,61285,59
bench-ab-20260915-183059-default-s025,2,200,157.365,61373,64
bench-ab-20260915-183059-default-s026,0,200,55.498,60923,34
bench-ab-20260915-183059-default-s026,1,200,153.706,60986,48
bench-ab-20260915-183059-default-s026,2,200,149.959,61063,53
bench-ab-20260915-183059-default-s027,0,200,60.765,61251,47
bench-ab-20260915-183059-default-s027,1,200,154.006,61327,47
bench-ab-20260915-183059-default-s027,2,200,145.116,61403,27
bench-ab-20260915-183059-default-s028,0,200,58.529,61163,31
bench-ab-20260915-183059-default-s028,1,200,153.613,61223,52
bench-ab-20260915-183059-default-s028,2,200,150.284,61304,59
bench-ab-20260915-183059-default-s029,0,200,63.579,61335,44
bench-ab-20260915-183059-default-s029,1,200,150.618,61408,30
bench-ab-20260915-183059-default-s029,2,200,157.221,61467,80
bench-ab-20260915-183059-default-s030,0,200,63.119,61216,36
bench-ab-20260915-183059-default-s030,1,200,154.117,61281,51
bench-ab-20260915-183059-default-s030,2,200,151.775,61361,41
bench-ab-20260915-183059-default-s031,0,200,64.283,61328,33
bench-ab-20260915-183059-default-s031,1,200,159.811,61390,56
bench-ab-20260915-183059-default-s031,2,200,156.616,61475,66
bench-ab-20260915-183059-default-s032,0,200,63.948,61192,25
bench-ab-20260915-183059-default-s032,1,200,153.938,61246,39
bench-ab-20260915-183059-default-s032,2,200,153.15,61314,43
bench-ab-20260915-183059-default-s033,0,200,67.28,61314,30
bench-ab-20260915-183059-default-s033,1,200,156.558,61373,49
bench-ab-20260915-183059-default-s033,2,200,148.371,61451,40
bench-ab-20260915-183059-default-s034,0,200,68.562,61117,29
bench-ab-20260915-183059-default-s034,1,200,157.755,61175,51
bench-ab-20260915-183059-default-s034,2,200,158.566,61255,75
bench-ab-20260915-183059-default-s035,0,200,71.095,61247,31
bench-ab-20260915-183059-default-s035,1,200,160.518,61307,65
bench-ab-20260915-183059-default-s035,2,200,155.388,61401,54
bench-ab-20260915-183059-default-s036,0,200,73.113,61080,33
bench-ab-20260915-183059-default-s036,1,200,156.897,61142,51
bench-ab-20260915-183059-default-s036,2,200,159.553,61222,80
bench-ab-20260915-183059-default-s037,0,200,76.731,61049,40
bench-ab-20260915-183059-default-s037,1,200,150.997,61118,36
bench-ab-20260915-183059-default-s037,2,200,153.459,61183,56
bench-ab-20260915-183059-default-s038,0,200,81.243,61161,51
bench-ab-20260915-183059-default-s038,1,200,151.745,61241,34
bench-ab-20260915-183059-default-s038,2,200,152.214,61304,42
bench-ab-20260915-183059-default-s039,0,200,79.325,61138,36
bench-ab-20260915-183059-default-s039,1,200,150.669,61203,37
bench-ab-20260915-183059-default-s039,2,200,152.598,61269,47
bench-ab-20260915-183059-default-s040,0,200,80.678,61051,35
bench-ab-20260915-183059-default-s040,1,200,158.216,61115,66
bench-ab-20260915-183059-default-s040,2,200,153.94,61210,50
bench-ab-20260915-183059-default-s041,0,200,81.926,61122,33
bench-ab-20260915-183059-default-s041,1,200,156.022,61184,48
bench-ab-20260915-183059-default-s041,2,200,151.66,61261,45
bench-ab-20260915-183059-default-s042,0,200,82.895,61200,29
bench-ab-20260915-183059-default-s042,1,200,153.94,61258,37
bench-ab-20260915-183059-default-s042,2,200,152.646,61324,52
bench-ab-20260915-183059-default-s043,0,200,85.56,61303,33
bench-ab-20260915-183059-default-s043,1,200,156.05,61365,48
bench-ab-20260915-183059-default-s043,2,200,155.73,61442,61
bench-ab-20260915-183059-default-s044,0,200,87.071,61295,31
bench-ab-20260915-183059-default-s044,1,200,157.631,61355,53
bench-ab-20260915-183059-default-s044,2,200,150.644,61437,46
bench-ab-20260915-183059-default-s045,0,200,89.084,61213,33
bench-ab-20260915-183059-default-s045,1,200,156.071,61275,48
bench-ab-20260915-183059-default-s045,2,200,152.974,61352,36
bench-ab-20260915-183059-default-s046,0,200,94.143,61213,45
bench-ab-20260915-183059-default-s046,1,200,150.306,61287,30
bench-ab-20260915-183059-default-s046,2,200,148.626,61346,31
bench-ab-20260915-183059-default-s047,0,200,94.016,61117,38
bench-ab-20260915-183059-default-s047,1,200,150.885,61184,41
bench-ab-20260915-183059-default-s047,2,200,151.236,61254,36
bench-ab-20260915-183059-default-s048,0,200,95.97,61184,38
bench-ab-20260915-183059-default-s048,1,200,150.612,61251,33
bench-ab-20260915-183059-default-s048,2,200,152.188,61313,32
bench-ab-20260915-183059-default-s049,0,200,97.653,61280,38
bench-ab-20260915-183059-default-s049,1,200,152.757,61347,41
bench-ab-20260915-183059-default-s049,2,200,152.129,61417,41
bench-ab-20260915-183059-default-s050,0,200,101.649,61063,47
bench-ab-20260915-183059-default-s050,1,200,162.394,61139,80
bench-ab-20260915-183059-default-s050,2,200,159.788,61249,80
bench-ab-20260915-183059-default-s051,0,200,101.39,61150,39
bench-ab-20260915-183059-default-s051,1,200,150.359,61218,40
bench-ab-20260915-183059-default-s051,2,200,151.364,61287,36
bench-ab-20260915-183059-default-s052,0,200,103.826,61250,42
bench-ab-20260915-183059-default-s052,1,200,157.107,61321,61
bench-ab-20260915-183059-default-s052,2,200,158.789,61411,80
bench-ab-20260915-183059-default-s053,0,200,106.439,61161,45
bench-ab-20260915-183059-default-s053,1,200,150.19,61235,30
bench-ab-20260915-183059-default-s053,2,200,147.06,61294,32
bench-ab-20260915-183059-default-s054,0,200,104.738,61268,31
bench-ab-20260915-183059-default-s054,1,200,162.567,61328,80
bench-ab-20260915-183059-default-s054,2,200,151.323,61438,46
bench-ab-20260915-183059-default-s055,0,200,108.375,61137,38
bench-ab-20260915-183059-default-s055,1,200,151.847,61204,37
bench-ab-20260915-183059-default-s055,2,200,150.63,61270,53
bench-ab-20260915-183059-default-s056,0,200,111.319,61169,43
bench-ab-20260915-183059-default-s056,1,200,153.255,61241,40
bench-ab-20260915-183059-default-s056,2,200,160.541,61310,80
bench-ab-20260915-183059-default-s057,0,200,110.634,61243,34
bench-ab-20260915-183059-default-s057,1,200,150.789,61306,36
bench-ab-20260915-183059-default-s057,2,200,153.108,61371,54
bench-ab-20260915-183059-default-s058,0,200,117.154,61042,51
bench-ab-20260915-183059-default-s058,1,200,156.806,61122,56
bench-ab-20260915-183059-default-s058,2,200,150.176,61207,40
bench-ab-20260915-183059-default-s059,0,200,113.444,61085,30
bench-ab-20260915-183059-default-s059,1,200,153.909,61144,45
bench-ab-20260915-183059-default-s059,2,200,154.174,61218,52
bench-ab-20260915-183059-default-s060,0,200,115.095,61157,30
bench-ab-20260915-183059-default-s060,1,200,154.308,61216,45
bench-ab-20260915-183059-default-s060,2,200,148.137,61290,30
bench-ab-20260915-183059-default-s061,0,200,117.762,61189,33
bench-ab-20260915-183059-default-s061,1,200,158.406,61251,58
bench-ab-20260915-183059-default-s061,2,200,161.46,61338,80
bench-ab-20260915-183059-default-s062,0,200,118.807,61264,30
bench-ab-20260915-183059-default-s062,1,200,156.265,61323,47
bench-ab-20260915-183059-default-s062,2,200,152.219,61399,46
bench-ab-20260915-183059-default-s063,0,200,120.481,61324,29
bench-ab-20260915-183059-default-s063,1,200,151.349,61382,27
bench-ab-20260915-183059-default-s063,2,200,149.656,61438,39
bench-ab-20260915-183059-default-s064,0,200,123.15,61317,33
bench-ab-20260915-183059-default-s064,1,200,157.251,61379,54
bench-ab-20260915-183059-default-s064,2,200,156.366,61462,70
bench-ab-20260915-183059-default-s065,0,200,124.96,61127,33
bench-ab-20260915-183059-default-s065,1,200,155.909,61189,49
bench-ab-20260915-183059-default-s065,2,200,153.761,61267,55
bench-ab-20260915-183059-default-s066,0,200,132.579,61514,57
bench-ab-20260915-183059-default-s066,1,200,161.647,61600,80
bench-ab-20260915-183059-default-s066,2,200,151.422,61710,53
bench-ab-20260915-183059-default-s067,0,200,129.933,61226,38
bench-ab-20260915-183059-default-s067,1,200,157.171,61293,59
bench-ab-20260915-183059-default-s067,2,200,152.784,61381,53
bench-ab-20260915-183059-default-s068,0,200,129.806,61302,31
bench-ab-20260915-183059-default-s068,1,200,153.87,61362,54
bench-ab-20260915-183059-default-s068,2,200,155.763,61445,67
bench-ab-20260915-183059-default-s069,0,200,133.576,61371,39
bench-ab-20260915-183059-default-s069,1,200,152.139,61439,40
bench-ab-20260915-183059-default-s069,2,200,148.409,61508,40
bench-ab-20260915-183059-default-s070,0,200,137.235,61092,47
bench-ab-20260915-183059-default-s070,1,200,150.962,61168,43
bench-ab-20260915-183059-default-s070,2,200,152.446,61240,51
bench-ab-20260915-183059-default-s071,0,200,142.563,61135,60
bench-ab-20260915-183059-default-s071,1,200,152.62,61224,48
bench-ab-20260915-183059-default-s071,2,200,151.945,61301,50
bench-ab-20260915-183059-default-s072,0,200,142.057,61159,52
bench-ab-20260915-183059-default-s072,1,200,152.068,61240,52
bench-ab-20260915-183059-default-s072,2,200,152.857,61321,54
bench-ab-20260915-183059-default-s073,0,200,140.805,61303,40
bench-ab-20260915-183059-default-s073,1,200,149.89,61372,46
bench-ab-20260915-183059-default-s073,2,200,150.798,61447,48
bench-ab-20260915-183059-default-s074,0,200,142.995,61101,42
bench-ab-20260915-183059-default-s074,1,200,161.767,61172,80
bench-ab-20260915-183059-default-s074,2,200,142.452,61282,80
bench-ab-20260915-183059-default-s075,0,200,143.15,61091,35
bench-ab-20260915-183059-default-s075,1,200,155.138,61155,47
bench-ab-20260915-183059-default-s075,2,200,148.401,61231,42
bench-ab-20260915-183059-default-s076,0,200,148.04,61244,48
bench-ab-20260915-183059-default-s076,1,200,156.197,61321,49
bench-ab-20260915-183059-default-s076,2,200,142.684,61399,80
bench-ab-20260915-183059-default-s077,0,200,147.592,61184,38
bench-ab-20260915-183059-default-s077,1,200,150.145,61251,38
bench-ab-20260915-183059-default-s077,2,200,148.708,61318,50
bench-ab-20260915-183059-default-s078,0,200,147.787,61274,33
bench-ab-20260915-183059-default-s078,1,200,154.965,61336,52
bench-ab-20260915-183059-default-s078,2,200,143.621,61417,42
bench-ab-20260915-183059-default-s079,0,200,156.257,61223,59
bench-ab-20260915-183059-default-s079,1,200,149.378,61311,49
bench-ab-20260915-183059-default-s079,2,200,140.778,61389,43
