program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-162856-default-s000,0,200,10.434,61284,36
bench-ab-20260915-162856-default-s000,1,200,160.872,61349,73
bench-ab-20260915-162856-default-s000,2,200,152.791,61451,60
bench-ab-20260915-162856-default-s001,0,200,11.129,61059,32
bench-ab-20260915-162856-default-s001,1,200,162.864,61120,75
bench-ab-20260915-162856-default-s001,2,200,151.733,61224,52
bench-ab-20260915-162856-default-s002,0,200,14.304,61317,37
bench-ab-20260915-162856-default-s002,1,200,162.351,61383,80
bench-ab-20260915-162856-default-s002,2,200,150.742,61493,44
bench-ab-20260915-162856-default-s003,0,200,19.433,61360,51
bench-ab-20260915-162856-default-s003,1,200,158.145,61440,68
bench-ab-20260915-162856-default-s003,2,200,156.084,61537,62
bench-ab-20260915-162856-default-s004,0,200,16.435,61301,31
bench-ab-20260915-162856-default-s004,1,200,153.296,61361,45
bench-ab-20260915-162856-default-s004,2,200,150.276,61435,54
bench-ab-20260915-162856-default-s005,0,200,19.179,61056,36
bench-ab-20260915-162856-default-s005,1,200,149.1,61121,26
bench-ab-20260915-162856-default-s005,2,200,142.921,61176,28
bench-ab-20260915-162856-default-s006,0,200,19.974,61033,31
bench-ab-20260915-162856-default-s006,1,200,153.893,61093,41
bench-ab-20260915-162856-default-s006,2,200,149.452,61163,38
bench-ab-20260915-162856-default-s007,0,200,21.799,61210,32
bench-ab-20260915-162856-default-s007,1,200,149.682,61271,25
bench-ab-20260915-162856-default-s007,2,200,145.711,61325,30
bench-ab-20260915-162856-default-s008,0,200,23.518,61147,31
bench-ab-20260915-162856-default-s008,1,200,155.894,61207,49
bench-ab-20260915-162856-default-s008,2,200,161.895,61285,80
bench-ab-20260915-162856-default-s009,0,200,27.29,61284,40
bench-ab-20260915-162856-default-s009,1,200,153.778,61353,49
bench-ab-20260915-162856-default-s009,2,200,155.554,61431,53
bench-ab-20260915-162856-default-s010,0,200,27.883,61477,35
bench-ab-20260915-162856-default-s010,1,200,148.914,61541,24
bench-ab-20260915-162856-default-s010,2,200,150.212,61594,31
bench-ab-20260915-162856-default-s011,0,200,30.995,61197,41
bench-ab-20260915-162856-default-s011,1,200,153.698,61267,49
bench-ab-20260915-162856-default-s011,2,200,155.607,61345,54
bench-ab-20260915-162856-default-s012,0,200,36.418,61205,55
bench-ab-20260915-162856-default-s012,1,200,152.478,61289,43
bench-ab-20260915-162856-default-s012,2,200,151.437,61361,40
bench-ab-20260915-162856-default-s013,0,200,34.151,61232,39
bench-ab-20260915-162856-default-s013,1,200,147.643,61300,30
bench-ab-20260915-162856-default-s013,2,200,153.263,61359,43
bench-ab-20260915-162856-default-s014,0,200,34.025,61218,31
bench-ab-20260915-162856-default-s014,1,200,157.629,61278,63
bench-ab-20260915-162856-default-s014,2,200,160.267,61370,80
bench-ab-20260915-162856-default-s015,0,200,39.79,61376,48
bench-ab-20260915-162856-default-s015,1,200,153.196,61453,45
bench-ab-20260915-162856-default-s015,2,200,152.569,61527,47
bench-ab-20260915-162856-default-s016,0,200,37.574,61206,31
bench-ab-20260915-162856-default-s016,1,200,148.093,61266,25
bench-ab-20260915-162856-default-s016,2,200,150.354,61320,33
bench-ab-20260915-162856-default-s017,0,200,41.049,61376,38
bench-ab-20260915-162856-default-s017,1,200,151.907,61443,39
bench-ab-20260915-162856-default-s017,2,200,150.739,61511,34
bench-ab-20260915-162856-default-s018,0,200,41.233,61145,32
bench-ab-20260915-162856-default-s018,1,200,160.621,61206,67
bench-ab-20260915-162856-default-s018,2,200,149.08,61302,55
bench-ab-20260915-162856-default-s019,0,200,47.062,61296,49
bench-ab-20260915-162856-default-s019,1,200,157.021,61374,61
bench-ab-20260915-162856-default-s019,2,200,151.311,61464,51
bench-ab-20260915-162856-default-s020,0,200,45.184,61351,34
bench-ab-20260915-162856-default-s020,1,200,157.565,61414,65
bench-ab-20260915-162856-default-s020,2,200,147.77,61508,47
bench-ab-20260915-162856-default-s021,0,200,48.617,61176,41
bench-ab-20260915-162856-default-s021,1,200,159.353,61246,63
bench-ab-20260915-162856-default-s021,2,200,154.815,61338,73
bench-ab-20260915-162856-default-s022,0,200,47.972,61133,30
bench-ab-20260915-162856-default-s022,1,200,155.539,61192,53
bench-ab-20260915-162856-default-s022,2,200,150.748,61274,55
bench-ab-20260915-162856-default-s023,0,200,53.881,61230,48
bench-ab-20260915-162856-default-s023,1,200,162.048,61307,80
bench-ab-20260915-162856-default-s023,2,200,152.518,61417,51
bench-ab-20260915-162856-default-s024,0,200,51.761,61146,33
bench-ab-20260915-162856-default-s024,1,200,161.984,61208,80
bench-ab-20260915-162856-default-s024,2,200,147.906,61318,48
bench-ab-20260915-162856-default-s025,0,200,59.44,61200,56
bench-ab-20260915-162856-default-s025,1,200,156.557,61285,59
bench-ab-20260915-162856-default-s025,2,200,157.232,61373,64
bench-ab-20260915-162856-default-s026,0,200,55.508,60923,34
bench-ab-20260915-162856-default-s026,1,200,153.634,60986,48
bench-ab-20260915-162856-default-s026,2,200,149.833,61063,53
bench-ab-20260915-162856-default-s027,0,200,60.777,61251,47
bench-ab-20260915-162856-default-s027,1,200,153.93,61327,47
bench-ab-20260915-162856-default-s027,2,200,144.989,61403,27
bench-ab-20260915-162856-default-s028,0,200,58.535,61163,31
bench-ab-20260915-162856-default-s028,1,200,153.544,61223,52
bench-ab-20260915-162856-default-s028,2,200,150.153,61304,59
bench-ab-20260915-162856-default-s029,0,200,63.586,61335,44
bench-ab-20260915-162856-default-s029,1,200,150.548,61408,30
bench-ab-20260915-162856-default-s029,2,200,157.084,61467,80
bench-ab-20260915-162856-default-s030,0,200,63.128,61216,36
bench-ab-20260915-162856-default-s030,1,200,154.042,61281,51
bench-ab-20260915-162856-default-s030,2,200,151.645,61361,41
bench-ab-20260915-162856-default-s031,0,200,64.291,61328,33
bench-ab-20260915-162856-default-s031,1,200,159.731,61390,56
bench-ab-20260915-162856-default-s031,2,200,156.51,61475,66
bench-ab-20260915-162856-default-s032,0,200,63.956,61192,25
bench-ab-20260915-162856-default-s032,1,200,153.866,61246,39
bench-ab-20260915-162856-default-s032,2,200,153.013,61314,43
bench-ab-20260915-162856-default-s033,0,200,67.29,61314,30
bench-ab-20260915-162856-default-s033,1,200,156.479,61373,49
bench-ab-20260915-162856-default-s033,2,200,148.242,61451,40
bench-ab-20260915-162856-default-s034,0,200,68.568,61117,29
bench-ab-20260915-162856-default-s034,1,200,157.681,61175,51
bench-ab-20260915-162856-default-s034,2,200,158.459,61255,75
bench-ab-20260915-162856-default-s035,0,200,71.101,61247,31
bench-ab-20260915-162856-default-s035,1,200,160.44,61307,65
bench-ab-20260915-162856-default-s035,2,200,155.282,61401,54
bench-ab-20260915-162856-default-s036,0,200,73.119,61080,33
bench-ab-20260915-162856-default-s036,1,200,156.819,61142,51
bench-ab-20260915-162856-default-s036,2,200,159.442,61222,80
bench-ab-20260915-162856-default-s037,0,200,76.738,61049,40
bench-ab-20260915-162856-default-s037,1,200,150.916,61118,36
bench-ab-20260915-162856-default-s037,2,200,153.358,61183,56
bench-ab-20260915-162856-default-s038,0,200,81.242,61161,51
bench-ab-20260915-162856-default-s038,1,200,151.675,61241,34
bench-ab-20260915-162856-default-s038,2,200,152.108,61304,42
bench-ab-20260915-162856-default-s039,0,200,79.333,61138,36
bench-ab-20260915-162856-default-s039,1,200,150.591,61203,37
bench-ab-20260915-162856-default-s039,2,200,152.488,61269,47
bench-ab-20260915-162856-default-s040,0,200,80.677,61051,35
bench-ab-20260915-162856-default-s040,1,200,158.145,61115,66
bench-ab-20260915-162856-default-s040,2,200,153.825,61210,50
bench-ab-20260915-162856-default-s041,0,200,81.926,61122,33
bench-ab-20260915-162856-default-s041,1,200,155.956,61184,48
bench-ab-20260915-162856-default-s041,2,200,151.539,61261,45
bench-ab-20260915-162856-default-s042,0,200,82.891,61200,29
bench-ab-20260915-162856-default-s042,1,200,153.876,61258,37
bench-ab-20260915-162856-default-s042,2,200,152.528,61324,52
bench-ab-20260915-162856-default-s043,0,200,85.554,61303,33
bench-ab-20260915-162856-default-s043,1,200,155.982,61365,48
bench-ab-20260915-162856-default-s043,2,200,155.609,61442,61
bench-ab-20260915-162856-default-s044,0,200,87.061,61295,31
bench-ab-20260915-162856-default-s044,1,200,157.565,61355,53
bench-ab-20260915-162856-default-s044,2,200,150.529,61437,46
bench-ab-20260915-162856-default-s045,0,200,89.073,61213,33
bench-ab-20260915-162856-default-s045,1,200,156.008,61275,48
bench-ab-20260915-162856-default-s045,2,200,151.122,61352,36
bench-ab-20260915-162856-default-s046,0,200,94.132,61213,45
bench-ab-20260915-162856-default-s046,1,200,150.239,61287,30
bench-ab-20260915-162856-default-s046,2,200,148.514,61346,31
bench-ab-20260915-162856-default-s047,0,200,94.005,61117,38
bench-ab-20260915-162856-default-s047,1,200,150.824,61184,41
bench-ab-20260915-162856-default-s047,2,200,152.927,61254,36
bench-ab-20260915-162856-default-s048,0,200,95.961,61184,38
bench-ab-20260915-162856-default-s048,1,200,150.543,61251,33
bench-ab-20260915-162856-default-s048,2,200,152.15,61313,32
bench-ab-20260915-162856-default-s049,0,200,97.638,61280,38
bench-ab-20260915-162856-default-s049,1,200,152.699,61347,41
bench-ab-20260915-162856-default-s049,2,200,152.133,61417,41
bench-ab-20260915-162856-default-s050,0,200,101.633,61063,47
bench-ab-20260915-162856-default-s050,1,200,162.342,61139,80
bench-ab-20260915-162856-default-s050,2,200,159.8,61249,80
bench-ab-20260915-162856-default-s051,0,200,101.373,61150,39
bench-ab-20260915-162856-default-s051,1,200,150.301,61218,40
bench-ab-20260915-162856-default-s051,2,200,151.369,61287,36
bench-ab-20260915-162856-default-s052,0,200,103.814,61250,42
bench-ab-20260915-162856-default-s052,1,200,157.045,61321,61
bench-ab-20260915-162856-default-s052,2,200,158.806,61411,80
bench-ab-20260915-162856-default-s053,0,200,106.427,61161,45
bench-ab-20260915-162856-default-s053,1,200,150.128,61235,30
bench-ab-20260915-162856-default-s053,2,200,147.064,61294,32
bench-ab-20260915-162856-default-s054,0,200,104.726,61268,31
bench-ab-20260915-162856-default-s054,1,200,162.506,61328,80
bench-ab-20260915-162856-default-s054,2,200,151.341,61438,46
bench-ab-20260915-162856-default-s055,0,200,108.358,61137,38
bench-ab-20260915-162856-default-s055,1,200,151.797,61204,37
bench-ab-20260915-162856-default-s055,2,200,150.624,61270,53
bench-ab-20260915-162856-default-s056,0,200,111.305,61169,43
bench-ab-20260915-162856-default-s056,1,200,153.197,61241,40
bench-ab-20260915-162856-default-s056,2,200,160.557,61310,80
bench-ab-20260915-162856-default-s057,0,200,110.618,61243,34
bench-ab-20260915-162856-default-s057,1,200,150.737,61306,36
bench-ab-20260915-162856-default-s057,2,200,153.115,61371,54
bench-ab-20260915-162856-default-s058,0,200,117.144,61042,51
bench-ab-20260915-162856-default-s058,1,200,156.737,61122,56
bench-ab-20260915-162856-default-s058,2,200,150.199,61207,40
bench-ab-20260915-162856-default-s059,0,200,113.433,61085,30
bench-ab-20260915-162856-default-s059,1,200,153.841,61144,45
bench-ab-20260915-162856-default-s059,2,200,154.195,61218,52
bench-ab-20260915-162856-default-s060,0,200,115.086,61157,30
bench-ab-20260915-162856-default-s060,1,200,154.239,61216,45
bench-ab-20260915-162856-default-s060,2,200,148.162,61290,30
bench-ab-20260915-162856-default-s061,0,200,117.749,61189,33
bench-ab-20260915-162856-default-s061,1,200,158.339,61251,58
bench-ab-20260915-162856-default-s061,2,200,161.536,61338,80
bench-ab-20260915-162856-default-s062,0,200,118.794,61264,30
bench-ab-20260915-162856-default-s062,1,200,156.198,61323,47
bench-ab-20260915-162856-default-s062,2,200,152.249,61399,46
bench-ab-20260915-162856-default-s063,0,200,120.472,61324,29
bench-ab-20260915-162856-default-s063,1,200,151.278,61382,27
bench-ab-20260915-162856-default-s063,2,200,149.683,61438,39
bench-ab-20260915-162856-default-s064,0,200,123.132,61317,33
bench-ab-20260915-162856-default-s064,1,200,157.193,61379,54
bench-ab-20260915-162856-default-s064,2,200,156.432,61462,70
bench-ab-20260915-162856-default-s065,0,200,124.948,61127,33
bench-ab-20260915-162856-default-s065,1,200,155.848,61189,49
bench-ab-20260915-162856-default-s065,2,200,153.789,61267,55
bench-ab-20260915-162856-default-s066,0,200,132.575,61514,57
bench-ab-20260915-162856-default-s066,1,200,161.495,61600,80
bench-ab-20260915-162856-default-s066,2,200,151.556,61710,53
bench-ab-20260915-162856-default-s067,0,200,129.921,61226,38
bench-ab-20260915-162856-default-s067,1,200,154.973,61293,59
bench-ab-20260915-162856-default-s067,2,200,151.169,61381,53
bench-ab-20260915-162856-default-s068,0,200,129.796,61302,31
bench-ab-20260915-162856-default-s068,1,200,155.774,61362,54
bench-ab-20260915-162856-default-s068,2,200,155.568,61445,67
bench-ab-20260915-162856-default-s069,0,200,133.573,61371,39
bench-ab-20260915-162856-default-s069,1,200,152.074,61439,40
bench-ab-20260915-162856-default-s069,2,200,150.477,61508,40
bench-ab-20260915-162856-default-s070,0,200,137.223,61092,47
bench-ab-20260915-162856-default-s070,1,200,150.831,61168,43
bench-ab-20260915-162856-default-s070,2,200,152.496,61240,51
bench-ab-20260915-162856-default-s071,0,200,142.555,61135,60
bench-ab-20260915-162856-default-s071,1,200,152.472,61224,48
bench-ab-20260915-162856-default-s071,2,200,152.079,61301,50
bench-ab-20260915-162856-default-s072,0,200,142.051,61159,52
bench-ab-20260915-162856-default-s072,1,200,151.916,61240,52
bench-ab-20260915-162856-default-s072,2,200,152.993,61321,54
bench-ab-20260915-162856-default-s073,0,200,140.798,61303,40
bench-ab-20260915-162856-default-s073,1,200,149.739,61372,46
bench-ab-20260915-162856-default-s073,2,200,150.916,61447,48
bench-ab-20260915-162856-default-s074,0,200,142.984,61101,42
bench-ab-20260915-162856-default-s074,1,200,161.576,61172,80
bench-ab-20260915-162856-default-s074,2,200,142.632,61282,80
bench-ab-20260915-162856-default-s075,0,200,143.139,61091,35
bench-ab-20260915-162856-default-s075,1,200,154.996,61155,47
bench-ab-20260915-162856-default-s075,2,200,148.536,61231,42
bench-ab-20260915-162856-default-s076,0,200,148.025,61244,48
bench-ab-20260915-162856-default-s076,1,200,156.013,61321,49
bench-ab-20260915-162856-default-s076,2,200,142.859,61399,80
bench-ab-20260915-162856-default-s077,0,200,147.587,61184,38
bench-ab-20260915-162856-default-s077,1,200,150.0,61251,38
bench-ab-20260915-162856-default-s077,2,200,148.837,61318,50
bench-ab-20260915-162856-default-s078,0,200,147.771,61274,33
bench-ab-20260915-162856-default-s078,1,200,154.799,61336,52
bench-ab-20260915-162856-default-s078,2,200,143.781,61417,42
bench-ab-20260915-162856-default-s079,0,200,156.245,61223,59
bench-ab-20260915-162856-default-s079,1,200,149.206,61311,49
bench-ab-20260915-162856-default-s079,2,200,140.94,61389,43
