ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789514952.8,http://10.100.3.5:8000,0.0,,0,0,57816578,16567040,0,0,0,0,0,0,0
1789514954.9,http://10.100.3.5:8000,0.0,,0,0,57816578,16567040,0,0,0,0,0,0,0
1789514956.9,http://10.100.3.5:8000,0.0,,0,0,57816578,16567040,0,0,0,829446,829446,0,0
1789514958.9,http://10.100.3.5:8000,0.0,,0,0,57816578,16567040,0,0,0,1658624,1658624,0,0
1789514961.0,http://10.100.3.5:8000,0.0806,0.0,183660,0,58000238,16567040,3,34,0,2487958,2487958,0,255718
1789514963.0,http://10.100.3.5:8000,0.0806,,0,0,58000238,16567040,3,34,0,3317268,3317268,0,1086628
1789514965.0,http://10.100.3.5:8000,0.0806,,0,0,58000238,16567040,3,34,0,4146636,4146636,0,1917596
1789514967.0,http://10.100.3.5:8000,0.1575,0.0,183717,0,58183955,16567040,6,71,0,4165599,4165599,0,1936559
1789514969.1,http://10.100.3.5:8000,0.1575,,0,0,58183955,16567040,6,71,0,4165599,4165599,0,1936559
1789514971.1,http://10.100.3.5:8000,0.1449,0.0,183390,0,58367345,16567040,6,73,0,4175086,4175086,0,1946046
1789514973.1,http://10.100.3.5:8000,0.1449,,0,0,58367345,16567040,6,73,0,4184578,4184578,0,1955538
1789514975.1,http://10.100.3.5:8000,0.136,0.0,122761,0,58490106,16567040,5,73,0,4203534,4203534,0,1974494
1789514977.1,http://10.100.3.5:8000,0.136,,0,0,58490106,16567040,5,73,0,4212950,4212950,0,1983910
1789514979.2,http://10.100.3.5:8000,0.136,,0,0,58490106,16567040,5,73,0,4222363,4222363,0,1993323
1789514981.2,http://10.100.3.5:8000,0.1272,0.0,183634,0,58673740,16567040,5,74,0,4231758,4231758,0,2002718
1789514983.2,http://10.100.3.5:8000,0.1272,,0,0,58673740,16567040,5,74,0,4231758,4231758,0,2002718
1789514985.2,http://10.100.3.5:8000,0.1455,0.0,183800,0,58857540,16567040,6,74,0,4250694,4250694,0,2021654
1789514987.2,http://10.100.3.5:8000,0.1455,,0,0,58857540,16567040,6,74,0,4250694,4250694,0,2021654
1789514989.3,http://10.100.3.5:8000,0.1455,,0,0,58857540,16567040,6,74,0,4260191,4260191,0,2031151
1789514991.3,http://10.100.3.5:8000,0.1914,0.0,122521,0,58980061,16567040,7,73,0,4279156,4279156,0,2050116
1789514993.3,http://10.100.3.5:8000,0.1914,,0,0,58980061,16567040,7,73,0,4288654,4288654,0,2059614
1789514995.3,http://10.100.3.5:8000,0.1551,0.0,183823,0,59163884,16567040,6,73,0,4298126,4298126,0,2069086
1789514997.3,http://10.100.3.5:8000,0.1551,,0,0,59163884,16567040,6,73,0,4307654,4307654,0,2078614
1789514999.4,http://10.100.3.5:8000,0.1551,,0,0,59163884,16567040,6,73,0,4326644,4326644,0,2097604
1789515001.4,http://10.100.3.5:8000,0.1424,0.0,183509,0,59347393,16567040,6,74,0,4326644,4326644,0,2097604
1789515003.4,http://10.100.3.5:8000,0.1424,,0,0,59347393,16567040,6,74,0,4336161,4336161,0,2107121
1789515005.4,http://10.100.3.5:8000,0.1608,0.0,122123,0,59469516,16567040,6,73,0,4345717,4345717,0,2116677
1789515007.4,http://10.100.3.5:8000,0.1608,,0,0,59469516,16567040,6,73,0,4364735,4364735,0,2135695
1789515009.5,http://10.100.3.5:8000,0.1608,,0,0,59469516,16567040,6,73,0,4364735,4364735,0,2135695
1789515011.5,http://10.100.3.5:8000,0.1556,0.0,183749,0,59653265,16567040,6,73,0,4374200,4374200,0,2145160
1789515013.5,http://10.100.3.5:8000,0.1556,,0,0,59653265,16567040,6,73,0,4383685,4383685,0,2154645
1789515015.5,http://10.100.3.5:8000,0.1706,0.0,183736,0,59837001,16567040,7,73,0,4393092,4393092,0,2164052
1789515017.5,http://10.100.3.5:8000,0.1706,,0,0,59837001,16567040,7,73,0,4411911,4350655,61256,2182871
1789515019.6,http://10.100.3.5:8000,0.1706,,0,0,59837001,16567040,7,73,0,4421397,4421397,0,2192357
1789515021.6,http://10.100.3.5:8000,0.1617,0.0,122431,0,59959432,16567040,6,74,0,4421397,4421397,0,2192357
1789515023.6,http://10.100.3.5:8000,0.1617,,0,0,59959432,16567040,6,74,0,4459312,4459312,0,2230272
1789515025.6,http://10.100.3.5:8000,0.1253,0.0,183376,0,60142808,16567040,5,75,0,4459312,4459312,0,2230272
1789515027.7,http://10.100.3.5:8000,0.1253,,0,0,60142808,16567040,5,75,0,4468812,4468812,0,2239772
1789515029.7,http://10.100.3.5:8000,0.1253,,0,0,60142808,16567040,5,75,0,4478294,4478294,0,2249254
1789515031.7,http://10.100.3.5:8000,0.1365,0.0,122299,0,60265107,16567040,5,75,0,4487778,4487778,0,2258738
