ts,programs_count,reasoning_count,acting_count,paused_count
1789522791.3,0,0,0,0
1789522793.4,1,1,0,0
1789522795.4,16,16,0,0
1789522797.4,32,32,0,0
1789522799.5,49,49,0,6
1789522801.5,65,65,0,22
1789522803.5,80,80,0,37
1789522805.5,80,80,0,37
1789522807.6,80,80,0,37
1789522809.6,80,80,0,38
1789522811.6,80,80,0,39
1789522813.6,80,80,0,40
1789522815.6,80,80,0,41
1789522817.7,80,80,0,42
1789522819.7,80,80,0,40
1789522821.7,80,80,0,40
1789522823.7,80,80,0,39
1789522825.7,80,80,0,39
1789522827.8,80,80,0,40
1789522829.8,80,80,0,41
1789522831.8,80,80,0,42
1789522833.8,80,80,0,41
1789522835.9,80,80,0,42
1789522837.9,80,80,0,44
1789522839.9,80,80,0,40
1789522841.9,80,80,0,41
1789522843.9,80,80,0,41
1789522846.0,80,80,0,43
1789522848.0,80,80,0,41
1789522850.0,80,80,0,42
1789522852.0,80,80,0,43
1789522854.0,80,80,0,41
1789522856.1,80,80,0,42
1789522858.1,80,80,0,42
1789522860.1,80,80,0,42
1789522862.1,80,80,0,46
1789522864.1,80,80,0,42
1789522866.2,80,80,0,43
1789522868.2,80,80,0,43
1789522870.2,80,80,0,44
1789522872.2,80,80,0,45
1789522874.2,80,80,0,43
1789522876.3,80,80,0,44
1789522878.3,80,80,0,43
1789522880.3,80,80,0,45
1789522882.3,80,80,0,47
1789522884.3,80,80,0,44
1789522886.4,80,80,0,44
1789522888.4,80,79,1,44
1789522890.4,80,80,0,44
1789522892.4,80,80,0,44
1789522894.4,80,80,0,44
1789522896.5,80,80,0,45
1789522898.5,80,80,0,44
1789522900.5,80,80,0,44
1789522902.5,80,79,1,44
1789522904.5,80,80,0,44
1789522906.6,80,79,1,44
1789522908.6,80,79,1,44
1789522910.6,80,79,1,44
1789522912.6,80,80,0,44
1789522914.7,80,80,0,44
1789522916.7,80,80,0,44
1789522918.7,80,80,0,44
1789522920.7,80,80,0,44
1789522922.7,80,80,0,44
1789522924.8,80,80,0,44
1789522926.8,80,80,0,44
1789522928.8,80,79,1,44
1789522930.8,80,80,0,44
1789522932.9,80,80,0,44
1789522934.9,80,79,1,44
1789522936.9,80,80,0,44
1789522938.9,80,70,10,44
1789522940.9,80,44,36,44
1789522943.0,80,44,36,44
1789522945.0,80,44,36,44
1789522947.0,80,44,36,44
1789522949.0,80,44,36,39
1789522951.0,80,44,36,39
1789522953.1,80,44,36,39
1789522955.1,80,44,36,39
1789522957.1,80,44,36,39
1789522959.1,80,44,36,39
1789522961.2,80,44,36,39
1789522963.2,80,44,36,39
1789522965.2,80,44,36,39
1789522967.2,80,44,36,39
1789522969.2,80,43,37,39
1789522971.3,80,44,36,39
1789522973.3,80,43,37,39
1789522975.3,80,44,36,39
1789522977.3,80,44,36,39
1789522979.4,80,44,36,40
1789522981.4,80,44,36,41
1789522983.4,80,44,36,40
1789522985.4,80,44,36,41
1789522987.4,80,44,36,42
1789522989.5,80,44,36,41
1789522991.5,80,44,36,42
1789522993.5,80,44,36,41
1789522995.5,80,43,37,43
1789522997.5,80,43,37,44
1789522999.6,80,43,37,42
1789523001.6,80,44,36,43
1789523003.6,80,44,36,41
1789523005.6,80,44,36,42
1789523007.7,80,44,36,43
1789523009.7,80,44,36,44
1789523011.7,80,44,36,44
1789523013.7,80,44,36,42
1789523015.7,80,44,36,43
1789523017.8,80,44,36,43
1789523019.8,80,44,36,43
1789523021.8,80,44,36,43
1789523023.8,80,43,37,44
1789523025.8,80,44,36,44
1789523027.9,80,43,37,47
1789523029.9,80,44,36,43
1789523031.9,80,44,36,44
1789523033.9,80,44,36,43
1789523036.0,80,44,36,43
1789523038.0,80,43,37,44
1789523040.0,80,42,38,45
1789523042.0,80,41,39,47
1789523044.0,80,41,39,44
1789523046.1,80,40,40,46
1789523048.1,80,40,40,46
1789523050.1,80,39,41,45
1789523052.1,80,38,42,46
1789523054.2,80,38,42,44
1789523056.2,80,38,42,45
1789523058.2,80,38,42,46
1789523060.2,80,37,43,45
1789523062.2,80,37,43,46
1789523064.3,80,37,43,44
1789523066.3,80,37,43,44
1789523068.3,80,37,43,44
1789523070.3,80,37,43,44
1789523072.4,80,37,43,44
1789523074.4,80,36,44,44
1789523076.4,80,37,43,44
1789523078.4,80,37,43,44
1789523080.4,80,37,43,44
1789523082.5,80,36,44,44
1789523084.5,80,36,44,44
1789523086.5,80,37,43,44
1789523088.5,80,35,45,44
1789523090.5,80,37,43,44
1789523092.6,80,37,43,44
1789523094.6,80,37,43,44
1789523096.6,80,37,43,44
1789523098.6,80,37,43,44
1789523100.7,80,36,44,44
1789523102.7,80,36,44,44
1789523104.7,80,35,45,44
1789523106.7,80,24,56,44
1789523108.7,80,0,80,44
1789523110.8,80,0,80,44
1789523112.8,80,0,80,44
1789523114.3,80,0,80,44
