program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-183059-tr-decay-s000,0,200,10.491,61284,36
bench-ab-20260915-183059-tr-decay-s000,1,200,90.377,61349,73
bench-ab-20260915-183059-tr-decay-s000,2,200,145.996,61451,60
bench-ab-20260915-183059-tr-decay-s001,0,200,11.19,61059,32
bench-ab-20260915-183059-tr-decay-s001,1,200,92.306,61120,75
bench-ab-20260915-183059-tr-decay-s001,2,200,41.767,61224,53
bench-ab-20260915-183059-tr-decay-s002,0,200,14.374,61317,37
bench-ab-20260915-183059-tr-decay-s002,1,200,99.982,61383,80
bench-ab-20260915-183059-tr-decay-s002,2,200,30.331,61493,37
bench-ab-20260915-183059-tr-decay-s003,0,200,19.51,61360,51
bench-ab-20260915-183059-tr-decay-s003,1,200,104.484,61440,68
bench-ab-20260915-183059-tr-decay-s003,2,200,21.268,61537,68
bench-ab-20260915-183059-tr-decay-s004,0,200,16.512,61301,31
bench-ab-20260915-183059-tr-decay-s004,1,200,80.629,61361,45
bench-ab-20260915-183059-tr-decay-s004,2,200,47.592,61435,56
bench-ab-20260915-183059-tr-decay-s005,0,200,19.26,61056,36
bench-ab-20260915-183059-tr-decay-s005,1,200,74.793,61121,26
bench-ab-20260915-183059-tr-decay-s005,2,200,49.763,61176,28
bench-ab-20260915-183059-tr-decay-s006,0,200,20.054,61033,31
bench-ab-20260915-183059-tr-decay-s006,1,200,81.54,61093,41
bench-ab-20260915-183059-tr-decay-s006,2,200,42.358,61163,37
bench-ab-20260915-183059-tr-decay-s007,0,200,21.886,61210,32
bench-ab-20260915-183059-tr-decay-s007,1,200,73.508,61271,25
bench-ab-20260915-183059-tr-decay-s007,2,200,48.595,61325,43
bench-ab-20260915-183059-tr-decay-s008,0,200,23.609,61147,31
bench-ab-20260915-183059-tr-decay-s008,1,200,85.874,61207,49
bench-ab-20260915-183059-tr-decay-s008,2,200,34.566,61285,41
bench-ab-20260915-183059-tr-decay-s009,0,200,27.388,61284,40
bench-ab-20260915-183059-tr-decay-s009,1,200,80.177,61353,49
bench-ab-20260915-183059-tr-decay-s009,2,200,36.479,61431,44
bench-ab-20260915-183059-tr-decay-s010,0,200,27.982,61477,35
bench-ab-20260915-183059-tr-decay-s010,1,200,146.184,61541,24
bench-ab-20260915-183059-tr-decay-s010,2,200,75.46,61594,31
bench-ab-20260915-183059-tr-decay-s011,0,200,31.101,61197,41
bench-ab-20260915-183059-tr-decay-s011,1,200,80.116,61267,49
bench-ab-20260915-183059-tr-decay-s011,2,200,32.978,61345,66
bench-ab-20260915-183059-tr-decay-s012,0,200,36.524,61205,55
bench-ab-20260915-183059-tr-decay-s012,1,200,76.718,61289,43
bench-ab-20260915-183059-tr-decay-s012,2,200,30.623,61361,54
bench-ab-20260915-183059-tr-decay-s013,0,200,34.255,61232,39
bench-ab-20260915-183059-tr-decay-s013,1,200,80.278,61300,30
bench-ab-20260915-183059-tr-decay-s013,2,200,29.086,61359,49
bench-ab-20260915-183059-tr-decay-s014,0,200,34.13,61218,31
bench-ab-20260915-183059-tr-decay-s014,1,200,82.077,61278,63
bench-ab-20260915-183059-tr-decay-s014,2,200,27.589,61370,65
bench-ab-20260915-183059-tr-decay-s015,0,200,39.893,61376,48
bench-ab-20260915-183059-tr-decay-s015,1,200,125.757,61453,45
bench-ab-20260915-183059-tr-decay-s015,2,200,77.89,61527,47
bench-ab-20260915-183059-tr-decay-s016,0,200,37.683,61206,31
bench-ab-20260915-183059-tr-decay-s016,1,200,77.136,61266,25
bench-ab-20260915-183059-tr-decay-s016,2,200,28.004,61320,34
bench-ab-20260915-183059-tr-decay-s017,0,200,41.151,61376,38
bench-ab-20260915-183059-tr-decay-s017,1,200,124.651,61443,39
bench-ab-20260915-183059-tr-decay-s017,2,200,75.836,61511,34
bench-ab-20260915-183059-tr-decay-s018,0,200,41.335,61145,32
bench-ab-20260915-183059-tr-decay-s018,1,200,78.308,61206,67
bench-ab-20260915-183059-tr-decay-s018,2,200,23.46,61302,54
bench-ab-20260915-183059-tr-decay-s019,0,200,47.162,61296,49
bench-ab-20260915-183059-tr-decay-s019,1,200,94.922,61374,61
bench-ab-20260915-183059-tr-decay-s019,2,200,1.29,61464,52
bench-ab-20260915-183059-tr-decay-s020,0,200,45.285,61351,34
bench-ab-20260915-183059-tr-decay-s020,1,200,130.143,61414,65
bench-ab-20260915-183059-tr-decay-s020,2,200,78.812,61508,47
bench-ab-20260915-183059-tr-decay-s021,0,200,48.716,61176,41
bench-ab-20260915-183059-tr-decay-s021,1,200,79.13,61246,63
bench-ab-20260915-183059-tr-decay-s021,2,200,15.294,61338,80
bench-ab-20260915-183059-tr-decay-s022,0,200,48.068,61133,30
bench-ab-20260915-183059-tr-decay-s022,1,200,79.106,61192,53
bench-ab-20260915-183059-tr-decay-s022,2,200,14.978,61274,37
bench-ab-20260915-183059-tr-decay-s023,0,200,53.972,61230,48
bench-ab-20260915-183059-tr-decay-s023,1,200,82.416,61307,80
bench-ab-20260915-183059-tr-decay-s023,2,200,5.975,61417,50
bench-ab-20260915-183059-tr-decay-s024,0,200,51.852,61146,33
bench-ab-20260915-183059-tr-decay-s024,1,200,86.22,61208,80
bench-ab-20260915-183059-tr-decay-s024,2,200,3.874,61318,38
bench-ab-20260915-183059-tr-decay-s025,0,200,59.522,61200,56
bench-ab-20260915-183059-tr-decay-s025,1,200,76.95,61285,59
bench-ab-20260915-183059-tr-decay-s025,2,200,6.159,61373,80
bench-ab-20260915-183059-tr-decay-s026,0,200,55.591,60923,34
bench-ab-20260915-183059-tr-decay-s026,1,200,75.989,60986,48
bench-ab-20260915-183059-tr-decay-s026,2,200,10.504,61063,53
bench-ab-20260915-183059-tr-decay-s027,0,200,60.858,61251,47
bench-ab-20260915-183059-tr-decay-s027,1,200,80.214,61327,47
bench-ab-20260915-183059-tr-decay-s027,2,200,1.094,61403,35
bench-ab-20260915-183059-tr-decay-s028,0,200,58.613,61163,31
bench-ab-20260915-183059-tr-decay-s028,1,200,77.853,61223,52
bench-ab-20260915-183059-tr-decay-s028,2,200,5.25,61304,49
bench-ab-20260915-183059-tr-decay-s029,0,200,63.669,61335,44
bench-ab-20260915-183059-tr-decay-s029,1,200,111.6,61408,30
bench-ab-20260915-183059-tr-decay-s029,2,200,87.888,61467,80
bench-ab-20260915-183059-tr-decay-s030,0,200,63.211,61216,36
bench-ab-20260915-183059-tr-decay-s030,1,200,76.519,61281,51
bench-ab-20260915-183059-tr-decay-s030,2,200,1.887,61361,54
bench-ab-20260915-183059-tr-decay-s031,0,200,64.376,61328,33
bench-ab-20260915-183059-tr-decay-s031,1,200,105.64,61390,56
bench-ab-20260915-183059-tr-decay-s031,2,200,81.805,61475,66
bench-ab-20260915-183059-tr-decay-s032,0,200,64.038,61192,25
bench-ab-20260915-183059-tr-decay-s032,1,200,68.419,61246,39
bench-ab-20260915-183059-tr-decay-s032,2,200,8.611,61314,42
bench-ab-20260915-183059-tr-decay-s033,0,200,67.371,61314,30
bench-ab-20260915-183059-tr-decay-s033,1,200,73.169,61373,49
bench-ab-20260915-183059-tr-decay-s033,2,200,1.275,61451,54
bench-ab-20260915-183059-tr-decay-s034,0,200,68.654,61117,29
bench-ab-20260915-183059-tr-decay-s034,1,200,71.537,61175,51
bench-ab-20260915-183059-tr-decay-s034,2,200,1.555,61255,68
bench-ab-20260915-183059-tr-decay-s035,0,200,71.186,61247,31
bench-ab-20260915-183059-tr-decay-s035,1,200,69.618,61307,75
bench-ab-20260915-183059-tr-decay-s035,2,200,0.946,61411,56
bench-ab-20260915-183059-tr-decay-s036,0,200,73.201,61080,33
bench-ab-20260915-183059-tr-decay-s036,1,200,66.736,61142,51
bench-ab-20260915-183059-tr-decay-s036,2,200,1.509,61222,61
bench-ab-20260915-183059-tr-decay-s037,0,200,76.817,61049,40
bench-ab-20260915-183059-tr-decay-s037,1,200,63.066,61118,36
bench-ab-20260915-183059-tr-decay-s037,2,200,1.336,61183,48
bench-ab-20260915-183059-tr-decay-s038,0,200,81.328,61161,51
bench-ab-20260915-183059-tr-decay-s038,1,200,59.553,61241,55
bench-ab-20260915-183059-tr-decay-s038,2,200,0.545,61325,50
bench-ab-20260915-183059-tr-decay-s039,0,200,79.409,61138,36
bench-ab-20260915-183059-tr-decay-s039,1,200,60.801,61203,49
bench-ab-20260915-183059-tr-decay-s039,2,200,0.79,61281,40
bench-ab-20260915-183059-tr-decay-s040,0,200,80.763,61051,35
bench-ab-20260915-183059-tr-decay-s040,1,200,59.597,61115,50
bench-ab-20260915-183059-tr-decay-s040,2,200,0.684,61194,38
bench-ab-20260915-183059-tr-decay-s041,0,200,82.018,61122,33
bench-ab-20260915-183059-tr-decay-s041,1,200,58.014,61184,51
bench-ab-20260915-183059-tr-decay-s041,2,200,0.819,61264,40
bench-ab-20260915-183059-tr-decay-s042,0,200,82.98,61200,29
bench-ab-20260915-183059-tr-decay-s042,1,200,124.467,61258,37
bench-ab-20260915-183059-tr-decay-s042,2,200,93.846,61324,52
bench-ab-20260915-183059-tr-decay-s043,0,200,210.399,61303,33
bench-ab-20260915-183059-tr-decay-s043,1,200,96.767,61365,57
bench-ab-20260915-183059-tr-decay-s043,2,200,0.843,61451,45
bench-ab-20260915-183059-tr-decay-s044,0,200,177.696,61295,31
bench-ab-20260915-183059-tr-decay-s044,1,200,83.051,61355,53
bench-ab-20260915-183059-tr-decay-s044,2,200,46.379,61437,47
bench-ab-20260915-183059-tr-decay-s045,0,200,179.686,61213,33
bench-ab-20260915-183059-tr-decay-s045,1,200,81.25,61275,48
bench-ab-20260915-183059-tr-decay-s045,2,200,46.138,61352,50
bench-ab-20260915-183059-tr-decay-s046,0,200,224.595,61213,45
bench-ab-20260915-183059-tr-decay-s046,1,200,66.115,61287,30
bench-ab-20260915-183059-tr-decay-s046,2,200,15.746,61346,29
bench-ab-20260915-183059-tr-decay-s047,0,200,184.707,61117,38
bench-ab-20260915-183059-tr-decay-s047,1,200,77.985,61184,41
bench-ab-20260915-183059-tr-decay-s047,2,200,43.928,61254,43
bench-ab-20260915-183059-tr-decay-s048,0,200,218.843,61184,38
bench-ab-20260915-183059-tr-decay-s048,1,200,74.374,61251,33
bench-ab-20260915-183059-tr-decay-s048,2,200,13.866,61313,65
bench-ab-20260915-183059-tr-decay-s049,0,200,231.892,61280,38
bench-ab-20260915-183059-tr-decay-s049,1,200,72.142,61347,41
bench-ab-20260915-183059-tr-decay-s049,2,200,3.02,61417,46
bench-ab-20260915-183059-tr-decay-s050,0,200,190.254,61063,47
bench-ab-20260915-183059-tr-decay-s050,1,200,84.036,61139,80
bench-ab-20260915-183059-tr-decay-s050,2,200,32.725,61249,80
bench-ab-20260915-183059-tr-decay-s051,0,200,191.971,61150,39
bench-ab-20260915-183059-tr-decay-s051,1,200,73.777,61218,40
bench-ab-20260915-183059-tr-decay-s051,2,200,40.333,61287,38
bench-ab-20260915-183059-tr-decay-s052,0,200,186.888,61250,42
bench-ab-20260915-183059-tr-decay-s052,1,200,78.594,61321,61
bench-ab-20260915-183059-tr-decay-s052,2,200,41.267,61411,77
bench-ab-20260915-183059-tr-decay-s053,0,200,199.231,61161,45
bench-ab-20260915-183059-tr-decay-s053,1,200,71.502,61235,30
bench-ab-20260915-183059-tr-decay-s053,2,200,35.192,61294,41
bench-ab-20260915-183059-tr-decay-s054,0,200,197.243,61268,31
bench-ab-20260915-183059-tr-decay-s054,1,200,84.698,61328,80
bench-ab-20260915-183059-tr-decay-s054,2,200,23.825,61438,40
bench-ab-20260915-183059-tr-decay-s055,0,200,168.506,61137,38
bench-ab-20260915-183059-tr-decay-s055,1,200,75.388,61204,37
bench-ab-20260915-183059-tr-decay-s055,2,200,59.169,61270,50
bench-ab-20260915-183059-tr-decay-s056,0,200,275.98,61169,43
bench-ab-20260915-183059-tr-decay-s056,1,200,29.538,61241,30
bench-ab-20260915-183059-tr-decay-s056,2,200,0.912,61300,50
bench-ab-20260915-183059-tr-decay-s057,0,200,165.239,61243,34
bench-ab-20260915-183059-tr-decay-s057,1,200,74.325,61306,36
bench-ab-20260915-183059-tr-decay-s057,2,200,65.55,61371,50
bench-ab-20260915-183059-tr-decay-s058,0,200,226.243,61042,51
bench-ab-20260915-183059-tr-decay-s058,1,200,69.528,61122,56
bench-ab-20260915-183059-tr-decay-s058,2,200,10.042,61207,65
bench-ab-20260915-183059-tr-decay-s059,0,200,213.284,61085,30
bench-ab-20260915-183059-tr-decay-s059,1,200,76.723,61144,45
bench-ab-20260915-183059-tr-decay-s059,2,200,14.877,61218,32
bench-ab-20260915-183059-tr-decay-s060,0,200,226.709,61157,30
bench-ab-20260915-183059-tr-decay-s060,1,200,69.021,61216,45
bench-ab-20260915-183059-tr-decay-s060,2,200,9.005,61290,31
bench-ab-20260915-183059-tr-decay-s061,0,200,198.732,61189,33
bench-ab-20260915-183059-tr-decay-s061,1,200,88.111,61251,58
bench-ab-20260915-183059-tr-decay-s061,2,200,18.285,61338,49
bench-ab-20260915-183059-tr-decay-s062,0,200,179.0,61264,30
bench-ab-20260915-183059-tr-decay-s062,1,200,89.163,61323,47
bench-ab-20260915-183059-tr-decay-s062,2,200,36.769,61399,47
bench-ab-20260915-183059-tr-decay-s063,0,200,112.085,61324,29
bench-ab-20260915-183059-tr-decay-s063,1,200,25.105,61382,35
bench-ab-20260915-183059-tr-decay-s063,2,200,0.913,61446,50
bench-ab-20260915-183059-tr-decay-s064,0,200,217.116,61317,33
bench-ab-20260915-183059-tr-decay-s064,1,200,87.934,61379,53
bench-ab-20260915-183059-tr-decay-s064,2,200,0.542,61461,47
bench-ab-20260915-183059-tr-decay-s065,0,200,211.375,61127,33
bench-ab-20260915-183059-tr-decay-s065,1,200,76.929,61189,49
bench-ab-20260915-183059-tr-decay-s065,2,200,16.443,61267,56
bench-ab-20260915-183059-tr-decay-s066,0,200,282.72,61514,57
bench-ab-20260915-183059-tr-decay-s066,1,200,22.362,61600,64
bench-ab-20260915-183059-tr-decay-s066,2,200,0.521,61693,42
bench-ab-20260915-183059-tr-decay-s067,0,200,193.559,61226,38
bench-ab-20260915-183059-tr-decay-s067,1,200,78.911,61293,59
bench-ab-20260915-183059-tr-decay-s067,2,200,31.895,61381,49
bench-ab-20260915-183059-tr-decay-s068,0,200,223.891,61302,31
bench-ab-20260915-183059-tr-decay-s068,1,200,77.74,61362,54
bench-ab-20260915-183059-tr-decay-s068,2,200,3.325,61445,80
bench-ab-20260915-183059-tr-decay-s069,0,200,210.537,61371,39
bench-ab-20260915-183059-tr-decay-s069,1,200,94.298,61439,47
bench-ab-20260915-183059-tr-decay-s069,2,200,0.441,61515,41
bench-ab-20260915-183059-tr-decay-s070,0,200,225.783,61092,47
bench-ab-20260915-183059-tr-decay-s070,1,200,65.131,61168,43
bench-ab-20260915-183059-tr-decay-s070,2,200,12.993,61240,46
bench-ab-20260915-183059-tr-decay-s071,0,200,294.423,61135,60
bench-ab-20260915-183059-tr-decay-s071,1,200,10.012,61224,63
bench-ab-20260915-183059-tr-decay-s071,2,200,0.486,61316,47
bench-ab-20260915-183059-tr-decay-s072,0,200,206.118,61159,52
bench-ab-20260915-183059-tr-decay-s072,1,200,79.974,61240,52
bench-ab-20260915-183059-tr-decay-s072,2,200,18.067,61321,74
bench-ab-20260915-183059-tr-decay-s073,0,200,191.323,61303,40
bench-ab-20260915-183059-tr-decay-s073,1,200,112.337,61372,52
bench-ab-20260915-183059-tr-decay-s073,2,200,0.702,61453,47
bench-ab-20260915-183059-tr-decay-s074,0,200,201.044,61101,42
bench-ab-20260915-183059-tr-decay-s074,1,200,84.152,61172,80
bench-ab-20260915-183059-tr-decay-s074,2,200,18.78,61282,80
bench-ab-20260915-183059-tr-decay-s075,0,200,172.568,61091,35
bench-ab-20260915-183059-tr-decay-s075,1,200,80.584,61155,47
bench-ab-20260915-183059-tr-decay-s075,2,200,49.63,61231,41
bench-ab-20260915-183059-tr-decay-s076,0,200,170.193,61244,48
bench-ab-20260915-183059-tr-decay-s076,1,200,81.457,61321,49
