ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789515469.2,http://10.100.3.5:8000,0.0,,0,0,72523667,16567040,0,0,0,0,0,0,0
1789515471.2,http://10.100.3.5:8000,0.0,,0,0,72523667,16567040,0,0,0,0,0,0,0
1789515473.2,http://10.100.3.5:8000,0.0,,0,0,72523667,16567040,0,0,0,829447,829447,0,0
1789515475.2,http://10.100.3.5:8000,0.0623,0.0,183660,0,72707327,16567040,3,26,0,1658631,1658631,0,0
1789515477.3,http://10.100.3.5:8000,0.0623,,0,0,72707327,16567040,3,26,0,2228735,2228735,0,0
1789515479.3,http://10.100.3.5:8000,0.0623,,0,0,72707327,16567040,3,26,0,2228735,2228735,0,0
1789515481.4,http://10.100.3.5:8000,0.1355,0.0,122661,0,72829988,16567040,5,38,0,2228735,2228735,0,0
1789515483.4,http://10.100.3.5:8000,0.1355,,0,0,72829988,16567040,5,38,0,2247698,2247698,0,14958
1789515485.4,http://10.100.3.5:8000,0.1577,0.0,183299,0,73013287,16567040,6,37,0,2247698,2247698,0,14958
1789515487.4,http://10.100.3.5:8000,0.1577,,0,0,73013287,16567040,6,37,0,2195865,2195865,0,0
1789515489.4,http://10.100.3.5:8000,0.1577,,0,0,73013287,16567040,6,37,0,2144022,2144022,0,0
1789515491.5,http://10.100.3.5:8000,0.1724,0.0,183908,0,73197195,16567040,7,34,0,2101595,2101595,0,0
1789515493.5,http://10.100.3.5:8000,0.1724,,0,0,73197195,16567040,7,34,0,2049730,2049730,0,0
1789515495.5,http://10.100.3.5:8000,0.1362,0.0,122402,0,73319597,16567040,5,33,0,2181758,2181758,0,0
1789515497.5,http://10.100.3.5:8000,0.1362,,0,0,73319597,16567040,5,33,0,2129931,2129931,0,0
1789515499.5,http://10.100.3.5:8000,0.1362,,0,0,73319597,16567040,5,33,0,2129931,2129931,0,0
1789515501.6,http://10.100.3.5:8000,0.1547,0.0,183826,0,73503423,16567040,6,33,0,2148801,2148801,0,0
1789515503.6,http://10.100.3.5:8000,0.1547,,0,0,73503423,16567040,6,33,0,2148801,2148801,0,0
1789515505.6,http://10.100.3.5:8000,0.1731,0.0,183727,0,73687150,16567040,7,32,0,2219618,2219618,0,0
1789515507.6,http://10.100.3.5:8000,0.1731,,0,0,73687150,16567040,7,32,0,2115954,2115954,0,0
1789515509.6,http://10.100.3.5:8000,0.1731,,0,0,73687150,16567040,7,32,0,2064177,2064177,0,0
1789515511.7,http://10.100.3.5:8000,0.1605,0.0,122647,0,73809797,16567040,6,32,0,2134863,2134863,0,0
1789515513.7,http://10.100.3.5:8000,0.1605,,0,0,73809797,16567040,6,32,0,2083032,2083032,0,0
1789515515.7,http://10.100.3.5:8000,0.1278,0.0,183539,0,73993336,16567040,5,31,0,2224793,2224793,0,0
1789515517.7,http://10.100.3.5:8000,0.1278,,0,0,73993336,16567040,5,31,0,2224793,2224793,0,0
1789515519.7,http://10.100.3.5:8000,0.1278,,0,0,73993336,16567040,5,31,0,2173034,2173034,0,0
1789515521.8,http://10.100.3.5:8000,0.1736,0.0,183269,0,74176605,16567040,7,32,0,2172932,2172932,0,0
1789515523.8,http://10.100.3.5:8000,0.1736,,0,0,74176605,16567040,7,32,0,2069251,2069251,0,0
1789515525.8,http://10.100.3.5:8000,0.161,0.0,122414,0,74299019,16567040,6,31,0,2191950,2191950,0,0
1789515527.8,http://10.100.3.5:8000,0.161,,0,0,74299019,16567040,6,31,0,2140099,2140099,0,0
1789515529.8,http://10.100.3.5:8000,0.161,,0,0,74299019,16567040,6,31,0,2088247,2088247,0,0
1789515531.9,http://10.100.3.5:8000,0.1559,0.0,183879,0,74482898,16567040,6,30,0,2220422,2220422,0,0
1789515533.9,http://10.100.3.5:8000,0.1559,,0,0,74482898,16567040,6,30,0,2116726,2116726,0,0
