ts,programs_running,programs_idle,programs_marked,programs_paused,holds_reasoning,holds_paused,holds_new,releases_reasoning,releases_paused,releases_new,pauses_total,resumes_total,rebinds_total,starvation_promotions_total,pod_utilization,fc_queue_size,fc_queue_wait_sum,fc_queue_wait_count
1790037872.5,,,,,,,,,,,,,,,,,,
1790037874.5,,,,,,,,,,,,,,,,,,
1790037876.6,,,,,,,,,,,,,,,,,,
1790037878.6,,,,,,,,,,,,,,,,,,
1790037880.6,,,,,,,,,,,,,,,,,,
1790037882.6,,,,,,,,,,,,,,,,,,
1790037884.6,,,,,,,,,,,,,,,,,,
1790037886.7,,,,,,,,,,,,,,,,,,
1790037888.7,,,,,,,,,,,,,,,,,,
1790037890.7,,,,,,,,,,,,,,,,,,
1790037892.7,,,,,,,,,,,,,,,,,,
1790037894.7,,,,,,,,,,,,,,,,,,
1790037896.8,,,,,,,,,,,,,,,,,,
1790037898.8,,,,,,,,,,,,,,,,,,
1790037900.8,,,,,,,,,,,,,,,,,,
1790037902.8,,,,,,,,,,,,,,,,,,
1790037904.8,,,,,,,,,,,,,,,,,,
1790037906.9,,,,,,,,,,,,,,,,,,
1790037908.9,,,,,,,,,,,,,,,,,,
1790037910.9,,,,,,,,,,,,,,,,,,
1790037912.9,,,,,,,,,,,,,,,,,,
1790037915.0,,,,,,,,,,,,,,,,,,
1790037917.0,,,,,,,,,,,,,,,,,,
1790037919.0,,,,,,,,,,,,,,,,,,
1790037921.0,,,,,,,,,,,,,,,,,,
1790037923.0,,,,,,,,,,,,,,,,,,
1790037925.1,,,,,,,,,,,,,,,,,,
1790037927.1,,,,,,,,,,,,,,,,,,
1790037929.1,,,,,,,,,,,,,,,,,,
1790037931.1,,,,,,,,,,,,,,,,,,
1790037933.2,,,,,,,,,,,,,,,,,,
1790037935.2,,,,,,,,,,,,,,,,,,
1790037937.2,,,,,,,,,,,,,,,,,,
1790037939.2,,,,,,,,,,,,,,,,,,
1790037941.3,,,,,,,,,,,,,,,,,,
