ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789513539.3,http://10.100.3.5:8000,0.0,,0,0,43109280,11238880,0,0,0,0,0,0,0
1789513541.3,http://10.100.3.5:8000,0.0,,0,0,43109280,11238880,0,0,0,0,0,0,0
1789513543.3,http://10.100.3.5:8000,0.0,,0,0,43109280,11238880,0,0,0,829430,829430,0,0
1789513545.3,http://10.100.3.5:8000,0.0,,0,0,43109280,11238880,0,0,0,1658592,1658592,0,0
1789513547.4,http://10.100.3.5:8000,0.0732,0.0,183660,0,43292940,11238880,3,30,0,2228682,2228682,0,0
1789513549.4,http://10.100.3.5:8000,0.0732,,0,0,43292940,11238880,3,30,0,2228682,2228682,0,0
1789513551.4,http://10.100.3.5:8000,0.1465,0.0,183717,0,43476657,11238880,6,37,0,2228682,2228682,0,0
1789513553.5,http://10.100.3.5:8000,0.1465,,0,0,43476657,11238880,6,37,0,2247647,2247647,0,14907
1789513555.5,http://10.100.3.5:8000,0.1465,,0,0,43476657,11238880,6,37,0,2247647,2247647,0,14907
1789513557.5,http://10.100.3.5:8000,0.1614,0.0,122243,0,43598900,11238880,6,37,0,2195815,2195815,0,0
1789513559.5,http://10.100.3.5:8000,0.1614,,0,0,43598900,11238880,6,37,0,2143973,2143973,0,0
1789513561.5,http://10.100.3.5:8000,0.1798,0.0,183908,0,43782808,11238880,7,34,0,2101548,2101548,0,0
1789513563.6,http://10.100.3.5:8000,0.1798,,0,0,43782808,11238880,7,34,0,2049685,2049685,0,0
1789513565.6,http://10.100.3.5:8000,0.1798,,0,0,43782808,11238880,7,34,0,1997770,1997770,0,0
1789513567.6,http://10.100.3.5:8000,0.1399,0.0,183634,0,43966442,11238880,6,32,0,2129915,2129915,0,0
1789513569.6,http://10.100.3.5:8000,0.1399,,0,0,43966442,11238880,6,32,0,2129915,2129915,0,0
