program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-162856-tr-nodecay-s000,0,200,10.507,61284,36
bench-ab-20260915-162856-tr-nodecay-s000,1,200,90.314,61349,73
bench-ab-20260915-162856-tr-nodecay-s000,2,200,1802.228,61451,52
bench-ab-20260915-162856-tr-nodecay-s001,0,200,11.207,61059,32
bench-ab-20260915-162856-tr-nodecay-s001,1,200,92.224,61120,75
bench-ab-20260915-162856-tr-nodecay-s001,2,200,57.776,61224,52
bench-ab-20260915-162856-tr-nodecay-s002,0,200,14.392,61317,37
bench-ab-20260915-162856-tr-nodecay-s002,1,200,149.22,61383,80
bench-ab-20260915-162856-tr-nodecay-s002,2,200,0.362,61493,42
bench-ab-20260915-162856-tr-nodecay-s003,0,200,19.528,61360,51
bench-ab-20260915-162856-tr-nodecay-s003,1,200,87.467,61440,68
bench-ab-20260915-162856-tr-nodecay-s003,2,200,1802.284,61537,63
bench-ab-20260915-162856-tr-nodecay-s004,0,200,16.523,61301,31
bench-ab-20260915-162856-tr-nodecay-s004,1,200,80.555,61361,45
bench-ab-20260915-162856-tr-nodecay-s004,2,200,1802.252,61435,55
bench-ab-20260915-162856-tr-nodecay-s005,0,200,19.272,61056,36
bench-ab-20260915-162856-tr-nodecay-s005,1,200,74.767,61121,26
bench-ab-20260915-162856-tr-nodecay-s005,2,200,56.28,61176,28
bench-ab-20260915-162856-tr-nodecay-s006,0,200,20.065,61033,31
bench-ab-20260915-162856-tr-nodecay-s006,1,200,81.479,61093,41
bench-ab-20260915-162856-tr-nodecay-s006,2,200,56.284,61163,38
bench-ab-20260915-162856-tr-nodecay-s007,0,200,21.896,61210,32
bench-ab-20260915-162856-tr-nodecay-s007,1,200,77.315,61271,25
bench-ab-20260915-162856-tr-nodecay-s007,2,200,51.197,61325,30
bench-ab-20260915-162856-tr-nodecay-s008,0,200,23.614,61147,31
bench-ab-20260915-162856-tr-nodecay-s008,1,200,106.905,61207,49
bench-ab-20260915-162856-tr-nodecay-s008,2,200,32.122,61285,80
bench-ab-20260915-162856-tr-nodecay-s009,0,200,27.393,61284,40
bench-ab-20260915-162856-tr-nodecay-s009,1,200,79.661,61353,49
bench-ab-20260915-162856-tr-nodecay-s009,2,200,55.039,61431,44
bench-ab-20260915-162856-tr-nodecay-s010,0,200,27.989,61477,35
bench-ab-20260915-162856-tr-nodecay-s010,1,200,74.515,61541,24
bench-ab-20260915-162856-tr-nodecay-s010,2,200,1802.17,61594,34
bench-ab-20260915-162856-tr-nodecay-s011,0,200,31.102,61197,41
bench-ab-20260915-162856-tr-nodecay-s011,1,200,79.574,61267,49
bench-ab-20260915-162856-tr-nodecay-s011,2,200,50.404,61345,53
bench-ab-20260915-162856-tr-nodecay-s012,0,200,36.517,61205,55
bench-ab-20260915-162856-tr-nodecay-s012,1,200,78.061,61289,43
bench-ab-20260915-162856-tr-nodecay-s012,2,200,46.341,61361,40
bench-ab-20260915-162856-tr-nodecay-s013,0,200,34.255,61232,39
bench-ab-20260915-162856-tr-nodecay-s013,1,200,73.237,61300,30
bench-ab-20260915-162856-tr-nodecay-s013,2,200,50.993,61359,43
bench-ab-20260915-162856-tr-nodecay-s014,0,200,34.129,61218,31
bench-ab-20260915-162856-tr-nodecay-s014,1,200,83.479,61278,63
bench-ab-20260915-162856-tr-nodecay-s014,2,200,43.885,61370,80
bench-ab-20260915-162856-tr-nodecay-s015,0,200,39.886,61376,48
bench-ab-20260915-162856-tr-nodecay-s015,1,200,77.031,61453,45
bench-ab-20260915-162856-tr-nodecay-s015,2,200,1804.05,61527,54
bench-ab-20260915-162856-tr-nodecay-s016,0,200,37.673,61206,31
bench-ab-20260915-162856-tr-nodecay-s016,1,200,95.253,61266,25
bench-ab-20260915-162856-tr-nodecay-s016,2,200,27.891,61320,31
bench-ab-20260915-162856-tr-nodecay-s017,0,200,41.145,61376,38
bench-ab-20260915-162856-tr-nodecay-s017,1,200,75.722,61443,39
bench-ab-20260915-162856-tr-nodecay-s017,2,200,1803.87,61511,51
bench-ab-20260915-162856-tr-nodecay-s018,0,200,41.33,61145,32
bench-ab-20260915-162856-tr-nodecay-s018,1,200,84.476,61206,67
