ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,num_preemptions,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789515833.4,http://10.100.3.5:8000,0.0,,0,0,87230774,21643168,0,0,0,0,0,0,0
1789515835.4,http://10.100.3.5:8000,0.0,,0,0,87230774,21643168,0,0,0,0,0,0,0
1789515837.5,http://10.100.3.5:8000,0.0,,0,0,87230774,21643168,0,0,0,881326,881326,0,0
1789515839.5,http://10.100.3.5:8000,0.0,,0,0,87230774,21643168,0,0,0,1658644,1658644,0,0
1789515841.5,http://10.100.3.5:8000,0.0769,0.0,183660,0,87414434,21643168,3,32,0,2228752,2228752,0,0
1789515843.5,http://10.100.3.5:8000,0.0769,,0,0,87414434,21643168,3,32,0,2228752,2228752,0,0
1789515845.6,http://10.100.3.5:8000,0.1502,0.0,183717,0,87598151,21643168,6,37,0,2228752,2228752,0,0
1789515847.6,http://10.100.3.5:8000,0.1502,,0,0,87598151,21643168,6,37,0,2247713,2247713,0,14973
1789515849.6,http://10.100.3.5:8000,0.1502,,0,0,87598151,21643168,6,37,0,2247713,2247713,0,14973
1789515851.6,http://10.100.3.5:8000,0.1376,0.0,183390,0,87781541,21643168,6,36,0,2195880,2195880,0,0
1789515853.6,http://10.100.3.5:8000,0.1376,,0,0,87781541,21643168,6,36,0,2205371,2205371,0,0
1789515855.7,http://10.100.3.5:8000,0.1834,0.0,122761,0,87904302,21643168,7,35,0,2224347,2224347,0,0
1789515857.7,http://10.100.3.5:8000,0.1834,,0,0,87904302,21643168,7,35,0,2233771,2233771,0,931
1789515859.7,http://10.100.3.5:8000,0.1834,,0,0,87904302,21643168,7,35,0,2243191,2243191,0,10351
1789515861.7,http://10.100.3.5:8000,0.1199,0.0,183634,0,88087936,21643168,5,36,0,2191363,2191363,0,0
1789515863.7,http://10.100.3.5:8000,0.1199,,0,0,88087936,21643168,5,36,0,2191363,2191363,0,0
1789515865.8,http://10.100.3.5:8000,0.1345,0.0,122594,0,88210530,21643168,5,35,0,2210308,2210308,0,0
1789515867.8,http://10.100.3.5:8000,0.1345,,0,0,88210530,21643168,5,35,0,2210308,2210308,0,0
1789515869.8,http://10.100.3.5:8000,0.1345,,0,0,88210530,21643168,5,35,0,2219808,2219808,0,0
1789515871.8,http://10.100.3.5:8000,0.1841,0.0,183727,0,88394257,21643168,7,34,0,2238774,2238774,0,5834
1789515873.8,http://10.100.3.5:8000,0.1841,,0,0,88394257,21643168,7,34,0,2248272,2248272,0,15332
1789515875.9,http://10.100.3.5:8000,0.1478,0.0,183823,0,88578080,21643168,6,34,0,2196403,2196403,0,0
1789515877.9,http://10.100.3.5:8000,0.1478,,0,0,88578080,21643168,6,34,0,2205930,2205930,0,0
1789515879.9,http://10.100.3.5:8000,0.1478,,0,0,88578080,21643168,6,34,0,2224920,2224920,0,0
1789515881.9,http://10.100.3.5:8000,0.1351,0.0,122363,0,88700443,21643168,5,35,0,2224920,2224920,0,0
1789515883.9,http://10.100.3.5:8000,0.1351,,0,0,88700443,21643168,5,35,0,2234437,2234437,0,1397
1789515886.0,http://10.100.3.5:8000,0.1571,0.0,183269,0,88883712,21643168,6,33,0,2243993,2243993,0,10953
1789515888.0,http://10.100.3.5:8000,0.1571,,0,0,88883712,21643168,6,33,0,2140311,2140311,0,0
1789515890.0,http://10.100.3.5:8000,0.1571,,0,0,88883712,21643168,6,33,0,2140311,2140311,0,0
1789515892.0,http://10.100.3.5:8000,0.1483,0.0,183749,0,89067461,21643168,6,31,0,2211012,2211012,0,0
1789515894.1,http://10.100.3.5:8000,0.1483,,0,0,89067461,21643168,6,31,0,2159160,2159160,0,0
