ts,backend,kv_cache_usage_perc,interval_hit_rate,interval_queries,interval_hits,cum_prefix_cache_queries,cum_prefix_cache_hits,num_requests_running,num_requests_waiting,active_program_tokens,reasoning_program_tokens,acting_program_tokens,capacity_overflow
1789511491.0,http://10.100.15.12:8000,0.3003,0.492,122281,60160,1161500606,1062716400,11,23,2084646,2084646,0,0
1789511491.0,http://10.100.2.5:8000,0.2424,0.6663,183930,122544,4065319,203280,9,27,2207474,2207474,0,0
1789511491.0,http://10.100.2.6:8000,0.2829,0.0,122571,0,3941645,80352,11,24,2023497,2023497,0,0
1789511491.0,http://10.100.3.5:8000,0.2173,0.0,61341,0,4004152,204624,8,26,2207679,2207679,0,0
1789511493.0,http://10.100.15.12:8000,0.3728,0.6596,183785,121232,1161684391,1062837632,14,20,2084752,2084752,0,0
1789511493.0,http://10.100.2.5:8000,0.2443,0.0,61375,0,4126694,203280,9,27,2207563,2146203,61360,0
1789511493.0,http://10.100.2.6:8000,0.2026,0.0,61227,0,4002872,80352,8,23,2146322,2146322,0,0
1789511493.0,http://10.100.3.5:8000,0.2399,0.5121,122108,62528,4126260,267152,9,26,2207665,2207665,0,0
1789511495.0,http://10.100.15.12:8000,0.3728,,0,0,1161684391,1062837632,14,20,2084752,2084752,0,0
1789511495.0,http://10.100.2.5:8000,0.2334,0.0,122729,0,4249423,203280,9,27,2207669,2207669,0,0
1789511495.0,http://10.100.2.6:8000,0.2295,0.5028,184042,92528,4186914,172880,9,25,2084914,2023704,61210,0
1789511495.0,http://10.100.3.5:8000,0.2253,0.0,122562,0,4248822,267152,9,26,2207758,2146476,61282,0
1789511497.1,http://10.100.15.12:8000,0.4246,0.4972,306403,152352,1161990794,1062989984,16,17,2207709,2207709,0,0
1789511497.1,http://10.100.2.5:8000,0.2901,0.5006,122233,61184,4371656,264464,11,25,2207669,2207669,0,0
1789511497.1,http://10.100.2.6:8000,0.2588,0.5014,122350,61344,4309264,234224,10,24,2207730,2207730,0,0
1789511497.1,http://10.100.3.5:8000,0.2136,0.5056,61170,30928,4309992,298080,8,28,2207779,2207779,0,0
1789511499.1,http://10.100.15.12:8000,0.4246,,0,0,1161990794,1062989984,16,17,2146288,2146288,0,0
1789511499.1,http://10.100.2.5:8000,0.2901,,0,0,4371656,264464,11,25,2207792,2207792,0,0
1789511499.1,http://10.100.2.6:8000,0.2588,,0,0,4309264,234224,10,24,2207730,2207730,0,0
1789511499.1,http://10.100.3.5:8000,0.2136,,0,0,4309992,298080,8,28,2207905,2146561,61344,0
1789511501.1,http://10.100.15.12:8000,0.4137,0.0,122783,0,1162113577,1062989984,16,18,2023484,2023484,0,0
1789511501.1,http://10.100.2.5:8000,0.2755,0.0,122701,0,4494357,264464,11,24,2207842,2207842,0,0
1789511501.1,http://10.100.2.6:8000,0.2717,0.0,61337,0,4370601,234224,10,25,2207781,2207781,0,0
1789511501.1,http://10.100.3.5:8000,0.2265,0.3328,184097,61264,4494089,359344,9,25,2208023,2208023,0,0
1789511503.1,http://10.100.15.12:8000,0.3535,,0,0,1162113577,1062989984,13,18,2023774,2023774,0,0
1789511503.1,http://10.100.2.5:8000,0.25,0.0,61307,0,4555664,264464,10,26,2207902,2207902,0,0
1789511503.1,http://10.100.2.6:8000,0.3009,0.4986,122595,61120,4493196,295344,11,25,2207964,2207964,0,0
1789511503.1,http://10.100.3.5:8000,0.2595,0.0,61014,0,4555103,359344,10,26,2208054,2208054,0,0
1789511505.2,http://10.100.15.12:8000,0.2369,0.0,122491,0,1162236068,1062989984,9,21,1839888,1839888,0,0
1789511505.2,http://10.100.2.5:8000,0.2665,0.0,61219,0,4616883,264464,10,26,2207902,2207902,0,0
1789511505.2,http://10.100.2.6:8000,0.2626,0.0,122481,0,4615677,295344,10,25,2207881,2207881,0,0
1789511505.2,http://10.100.3.5:8000,0.1866,0.0,61207,0,4616310,359344,7,27,2207941,2207941,0,0
1789511507.2,http://10.100.15.12:8000,0.2352,0.0,61431,0,1162297499,1062989984,9,20,2207798,2146601,61197,0
1789511507.2,http://10.100.2.5:8000,0.2409,0.0,61163,0,4678046,264464,9,26,2207997,2207997,0,0
1789511507.2,http://10.100.2.6:8000,0.2645,0.0,61181,0,4676858,295344,10,25,2207714,2146706,61008,0
1789511507.2,http://10.100.3.5:8000,0.1922,0.0,122471,0,4738781,359344,8,27,2207992,2207992,0,0
1789511509.2,http://10.100.15.12:8000,0.2352,,0,0,1162297499,1062989984,9,20,2208081,2208081,0,0
1789511509.2,http://10.100.2.5:8000,0.2409,,0,0,4678046,264464,9,26,2208109,2208109,0,0
1789511509.2,http://10.100.2.6:8000,0.2645,,0,0,4676858,295344,10,25,2207942,2207942,0,0
1789511509.2,http://10.100.3.5:8000,0.1922,,0,0,4738781,359344,8,27,2208282,2208282,0,0
1789511511.2,http://10.100.15.12:8000,0.1968,0.0,122278,0,1162419777,1062989984,8,28,2146907,2146907,0,0
1789511511.2,http://10.100.2.5:8000,0.2401,0.2479,122679,30416,4800725,294880,9,26,2208264,2208264,0,0
1789511511.2,http://10.100.2.6:8000,0.2226,0.0,122349,0,4799207,295344,9,26,2208174,2208174,0,0
1789511511.2,http://10.100.3.5:8000,0.1776,0.0,61435,0,4800216,359344,7,28,2208282,2208282,0,0
1789511513.2,http://10.100.15.12:8000,0.195,0.0,61468,0,1162481245,1062989984,8,27,2208315,2208315,0,0
1789511513.2,http://10.100.2.5:8000,0.2144,0.0,61445,0,4862170,294880,8,27,2208304,2147011,61293,0
1789511513.2,http://10.100.2.6:8000,0.2008,0.0,61467,0,4860674,295344,8,27,2208164,2208164,0,0
1789511513.2,http://10.100.3.5:8000,0.2106,0.4998,122926,61440,4923142,420784,8,27,2208372,2208372,0,0
1789511515.2,http://10.100.15.12:8000,0.1602,0.0,61304,0,1162542549,1062989984,6,28,2147243,2147243,0,0
1789511515.2,http://10.100.2.5:8000,0.1725,0.0,122834,0,4985004,294880,7,29,2208691,2208691,0,0
1789511515.2,http://10.100.2.6:8000,0.22,0.25,122840,30704,4983514,326048,9,26,2208343,2208343,0,0
1789511515.2,http://10.100.3.5:8000,0.2197,0.3334,183656,61232,5106798,482016,9,25,2208613,2208613,0,0
1789511517.3,http://10.100.15.12:8000,0.1918,0.4837,61222,29616,1162603771,1063019600,7,28,2208528,2208528,0,0
1789511517.3,http://10.100.2.5:8000,0.178,0.0,61338,0,5046342,294880,7,28,2086099,2086099,0,0
1789511517.3,http://10.100.2.6:8000,0.3077,0.6662,183919,122528,5167433,448576,12,24,2208343,2208343,0,0
1789511517.3,http://10.100.3.5:8000,0.3385,0.7493,245314,183824,5352112,665840,13,23,2208613,2208613,0,0
1789511519.3,http://10.100.15.12:8000,0.1918,,0,0,1162603771,1063019600,7,28,2208528,2208528,0,0
1789511519.3,http://10.100.2.5:8000,0.178,,0,0,5046342,294880,7,28,2086099,2086099,0,0
1789511519.3,http://10.100.2.6:8000,0.3077,,0,0,5167433,448576,12,24,2146975,2085749,61226,0
1789511519.3,http://10.100.3.5:8000,0.3385,,0,0,5352112,665840,13,23,2208449,2147373,61076,0
1789511521.3,http://10.100.15.12:8000,0.2431,0.3334,184156,61392,1162787927,1063080992,9,26,2147094,2147094,0,0
1789511521.3,http://10.100.2.5:8000,0.1909,0.0,61361,0,5107703,294880,7,27,2024763,2024763,0,0
1789511521.3,http://10.100.2.6:8000,0.2658,0.0,61314,0,5228747,448576,10,24,2147200,2147200,0,0
1789511521.3,http://10.100.3.5:8000,0.9324,0.9994,1532762,1531840,6884874,2197680,34,0,0,0,0,0
1789511523.3,http://10.100.15.12:8000,0.2686,0.4999,122577,61280,1162910504,1063142272,10,24,2201257,2201257,0,0
1789511523.3,http://10.100.2.5:8000,0.9051,0.9623,1656056,1593648,6763759,1888528,33,0,2198256,2198256,0,0
1789511523.3,http://10.100.2.6:8000,0.2713,0.4995,122757,61312,5351504,509888,10,25,2204944,2204944,0,0
1789511523.3,http://10.100.3.5:8000,0.0,,0,0,6884874,2197680,0,0,2197688,2197688,0,0
1789511525.3,http://10.100.15.12:8000,0.2889,0.0,122883,0,1163033387,1063142272,11,24,2201346,2201346,0,0
1789511525.3,http://10.100.2.5:8000,0.8012,0.0,122650,0,6886409,1888528,30,3,1953133,1891613,61520,0
1789511525.3,http://10.100.2.6:8000,0.339,0.3327,184001,61216,5535505,571104,13,23,2143557,2143557,0,0
1789511525.3,http://10.100.3.5:8000,0.044,0.0,123127,0,7008001,2197680,2,26,2197688,2197688,0,0
1789511527.4,http://10.100.15.12:8000,0.2871,0.0,61318,0,1163094705,1063142272,11,24,2199870,2138349,61521,0
1789511527.4,http://10.100.2.5:8000,0.5834,0.0,61422,0,6947831,1888528,22,2,1939824,1878497,61327,0
1789511527.4,http://10.100.2.6:8000,0.2897,0.0,61338,0,5596843,571104,11,22,2140421,2079075,61346,0
1789511527.4,http://10.100.3.5:8000,0.0769,0.0,61543,0,7069544,2197680,3,34,2197688,2197688,0,0
1789511529.4,http://10.100.15.12:8000,0.2871,,0,0,1163094705,1063142272,11,24,2138270,2138270,0,0
1789511529.4,http://10.100.2.5:8000,0.5834,,0,0,6947831,1888528,22,2,1387686,1387686,0,0
1789511529.4,http://10.100.2.6:8000,0.2897,,0,0,5596843,571104,11,22,2017728,2017728,0,0
1789511529.4,http://10.100.3.5:8000,0.0769,,0,0,7069544,2197680,3,34,2197688,2197688,0,0
1789511531.4,http://10.100.15.12:8000,0.2761,0.0,122622,0,1163217327,1063142272,11,24,2076921,2076921,0,0
1789511531.4,http://10.100.2.5:8000,0.3768,0.6671,184147,122848,7131978,2011376,14,8,1203522,1203522,0,0
1789511531.4,http://10.100.2.6:8000,0.3319,0.6184,245219,151648,5842062,722752,13,20,1956284,1956284,0,0
1789511531.4,http://10.100.3.5:8000,0.1135,0.0,123084,0,7192628,2197680,5,32,2197688,2197688,0,0
1789511533.4,http://10.100.15.12:8000,0.2743,,0,0,1163217327,1063142272,10,24,2074199,2074199,0,0
1789511533.4,http://10.100.2.5:8000,0.2963,0.0,61288,0,7193266,2011376,11,7,2041263,1979800,61463,0
1789511533.4,http://10.100.2.6:8000,0.3137,0.0,61321,0,5903383,722752,12,19,2073930,2073930,0,0
1789511533.4,http://10.100.3.5:8000,0.1502,0.0,61199,0,7253827,2197680,6,31,2197688,2197688,0,0
1789511535.4,http://10.100.15.12:8000,0.3218,0.4989,245626,122544,1163462953,1063264816,12,22,2074199,2074199,0,0
1789511535.4,http://10.100.2.5:8000,0.2505,0.0,122350,0,7315616,2011376,10,22,1918480,1918480,0,0
1789511535.4,http://10.100.2.6:8000,0.5694,0.9082,674742,612832,6578125,1335584,21,12,2012616,2012616,0,0
1789511535.4,http://10.100.3.5:8000,0.1905,0.0,61594,0,7315421,2197680,7,30,2197688,2197688,0,0
1789511537.4,http://10.100.15.12:8000,0.5169,0.9319,490053,456688,1163953006,1063721504,19,14,2194736,2194736,0,0
1789511537.4,http://10.100.2.5:8000,0.2871,0.0,61110,0,7376726,2011376,11,21,2221470,2160144,61326,0
1789511537.4,http://10.100.2.6:8000,0.7081,0.8332,367776,306416,6945901,1642000,26,6,2193669,2193669,0,0
1789511537.4,http://10.100.3.5:8000,0.2234,0.0,122782,0,7438203,2197680,9,28,2197810,2136236,61574,0
1789511539.5,http://10.100.15.12:8000,0.5169,,0,0,1163953006,1063721504,19,14,2072146,2072146,0,0
1789511539.5,http://10.100.2.5:8000,0.2871,,0,0,7376726,2011376,11,21,2109586,2048130,61456,0
1789511539.5,http://10.100.2.6:8000,0.7081,,0,0,6945901,1642000,26,6,2132284,2132284,0,0
1789511539.5,http://10.100.3.5:8000,0.2234,,0,0,7438203,2197680,9,28,2136377,2136377,0,0
1789511541.5,http://10.100.15.12:8000,0.6518,0.7778,429873,334352,1164382879,1064055856,24,10,2072146,2072146,0,0
1789511541.5,http://10.100.2.5:8000,0.1865,0.0,61227,0,7437953,2011376,7,26,2110884,2110884,0,0
1789511541.5,http://10.100.2.6:8000,0.7137,0.0,122319,0,7068220,1642000,27,8,2071073,2009578,61495,0
1789511541.5,http://10.100.3.5:8000,0.2086,0.0,61094,0,7499297,2197680,8,27,2136377,2136377,0,0
1789511543.5,http://10.100.15.12:8000,0.6499,0.0,61191,0,1164444070,1064055856,24,9,2009567,2009567,0,0
1789511543.5,http://10.100.2.5:8000,0.192,0.0,122546,0,7560499,2011376,8,27,2232429,2232429,0,0
1789511543.5,http://10.100.2.6:8000,0.668,0.0,61293,0,7129513,1642000,25,7,2068906,2068906,0,0
1789511543.5,http://10.100.3.5:8000,0.2416,0.0,61098,0,7560395,2197680,9,27,2075863,2014623,61240,0
1789511545.5,http://10.100.15.12:8000,0.6077,0.3325,183653,61056,1164627723,1064116912,23,8,1886837,1825355,61482,0
1789511545.5,http://10.100.2.5:8000,0.1776,0.0,61286,0,7621785,2011376,7,28,2235243,2235243,0,1903
1789511545.5,http://10.100.2.6:8000,0.4851,0.0,61128,0,7190641,1642000,18,10,1639578,1639578,0,0
1789511545.5,http://10.100.3.5:8000,0.1682,0.0,122307,0,7682702,2197680,7,28,2076121,2076121,0,0
1789511547.5,http://10.100.15.12:8000,0.6059,0.5009,122816,61520,1164750539,1064178432,23,6,2190265,2128942,61323,0
1789511547.5,http://10.100.2.5:8000,0.1831,0.0,61291,0,7683076,2011376,7,29,2236453,2236453,0,3113
1789511547.5,http://10.100.2.6:8000,0.3498,0.0,61227,0,7251868,1642000,13,9,2124815,2124815,0,0
1789511547.5,http://10.100.3.5:8000,0.2048,0.0,61423,0,7744125,2197680,8,27,2198079,2136456,61623,0
1789511549.5,http://10.100.15.12:8000,0.6059,,0,0,1164750539,1064178432,23,6,1944976,1822141,122835,0
1789511549.5,http://10.100.2.5:8000,0.1831,,0,0,7683076,2011376,7,29,2115107,2115107,0,0
1789511549.5,http://10.100.2.6:8000,0.3498,,0,0,7251868,1642000,13,9,1880803,1880803,0,0
1789511549.5,http://10.100.3.5:8000,0.2048,,0,0,7744125,2197680,8,27,2138001,2138001,0,0
1789511551.6,http://10.100.15.12:8000,0.4578,0.0,61190,0,1164811729,1064178432,17,13,1638274,1638274,0,0
1789511551.6,http://10.100.2.5:8000,0.1649,0.0,122192,0,7805268,2011376,7,28,2055307,2055307,0,0
1789511551.6,http://10.100.2.6:8000,0.2492,0.0,122131,0,7373999,1642000,10,21,1823036,1823036,0,0
1789511551.6,http://10.100.3.5:8000,0.159,0.0,61273,0,7805398,2197680,6,29,2142951,2142951,0,0
1789511553.6,http://10.100.15.12:8000,0.4011,0.0,61279,0,1164873008,1064178432,15,12,2187848,2187848,0,0
1789511553.6,http://10.100.2.5:8000,0.1741,0.0,61404,0,7866672,2011376,7,27,2057336,2057336,0,0
1789511553.6,http://10.100.2.6:8000,0.231,0.0,61122,0,7435121,1642000,9,21,2188962,2188962,0,0
1789511553.6,http://10.100.3.5:8000,0.1099,0.0,122477,0,7927875,2197680,5,30,2205414,2205414,0,0
1789511555.6,http://10.100.15.12:8000,0.3865,0.0,122343,0,1164995351,1064178432,15,20,2073995,1889794,184201,0
1789511555.6,http://10.100.2.5:8000,0.156,0.0,61227,0,7927899,2011376,6,28,2057336,2057336,0,0
1789511555.6,http://10.100.2.6:8000,0.2676,0.0,61070,0,7496191,1642000,10,26,2188962,2188962,0,0
1789511555.6,http://10.100.3.5:8000,0.1228,0.0,61300,0,7989175,2197680,5,31,2208889,2208889,0,0
1789511557.6,http://10.100.15.12:8000,0.2787,0.0,61165,0,1165056516,1064178432,11,21,2195454,2195454,0,0
1789511557.6,http://10.100.2.5:8000,0.1616,0.0,61230,0,7989129,2011376,6,27,2180184,2180184,0,0
1789511557.6,http://10.100.2.6:8000,0.2183,0.0,61073,0,7557264,1642000,8,25,2192293,2069728,122565,0
1789511557.6,http://10.100.3.5:8000,0.1595,0.0,61510,0,8050685,2197680,6,31,2212555,2151095,61460,0
1789511559.6,http://10.100.15.12:8000,0.2787,,0,0,1165056516,1064178432,11,21,2012797,2012797,0,0
1789511559.6,http://10.100.2.5:8000,0.1616,,0,0,7989129,2011376,6,27,2180184,2180184,0,0
1789511559.6,http://10.100.2.6:8000,0.2183,,0,0,7557264,1642000,8,25,2194645,2133611,61034,0
1789511559.6,http://10.100.3.5:8000,0.1595,,0,0,8050685,2197680,6,31,2215742,2154490,61252,0
1789511561.6,http://10.100.15.12:8000,0.1893,0.0,61282,0,1165117798,1064178432,7,25,2014023,2014023,0,0
1789511561.6,http://10.100.2.5:8000,0.2019,0.0,122349,0,8111478,2011376,8,28,2120324,2120324,0,0
1789511561.6,http://10.100.2.6:8000,0.1491,0.0,122260,0,7679524,1642000,6,29,2194844,2194844,0,0
1789511561.6,http://10.100.3.5:8000,0.1101,0.0,122728,0,8173413,2197680,5,31,2215684,2215684,0,0
1789511563.7,http://10.100.15.12:8000,0.1874,0.0,61245,0,1165179043,1064178432,7,25,2135775,2135775,0,0
1789511563.7,http://10.100.2.5:8000,0.2111,0.0,61287,0,8172765,2011376,8,27,2000381,2000381,0,0
1789511563.7,http://10.100.2.6:8000,0.1821,0.0,61050,0,7740574,1642000,7,29,2195510,2195510,0,0
1789511563.7,http://10.100.3.5:8000,0.1504,0.0,61124,0,8234537,2197680,6,31,2219162,2157869,61293,0
1789511565.7,http://10.100.15.12:8000,0.1526,0.0,122641,0,1165301684,1064178432,6,27,2137246,2137246,0,0
1789511565.7,http://10.100.2.5:8000,0.1381,0.0,122497,0,8295262,2011376,6,26,1940149,1940149,0,0
1789511565.7,http://10.100.2.6:8000,0.1914,0.0,61426,0,7802000,1642000,7,29,2195510,2195510,0,0
1789511565.7,http://10.100.3.5:8000,0.1597,0.0,61309,0,8295846,2197680,6,31,2219211,2219211,0,0
1789511567.7,http://10.100.15.12:8000,0.1546,0.0,61072,0,1165362756,1064178432,6,28,2199131,2199131,0,0
1789511567.7,http://10.100.2.5:8000,0.1473,0.0,61210,0,8356472,2011376,6,25,2186542,2186542,0,0
1789511567.7,http://10.100.2.6:8000,0.2007,0.0,122276,0,7924276,1642000,8,28,2196548,2196548,0,0
1789511567.7,http://10.100.3.5:8000,0.1652,0.0,122561,0,8418407,2197680,7,30,2222790,2222790,0,0
1789511569.7,http://10.100.15.12:8000,0.1546,,0,0,1165362756,1064178432,6,28,2199527,2199527,0,0
1789511569.7,http://10.100.2.5:8000,0.1473,,0,0,8356472,2011376,6,25,2186542,2186542,0,0
1789511569.7,http://10.100.2.6:8000,0.2007,,0,0,7924276,1642000,8,28,2198252,2198252,0,0
1789511569.7,http://10.100.3.5:8000,0.1652,,0,0,8418407,2197680,7,30,2226292,2226292,0,0
1789511571.7,http://10.100.15.12:8000,0.1639,0.0,61212,0,1165423968,1064178432,6,30,2200073,2200073,0,0
1789511571.7,http://10.100.2.5:8000,0.1839,0.0,61200,0,8417672,2011376,7,29,2066316,2066316,0,0
1789511571.7,http://10.100.2.6:8000,0.1279,0.0,61256,0,7985532,1642000,5,31,2198252,2198252,0,0
1789511571.7,http://10.100.3.5:8000,0.1744,0.0,61112,0,8479519,2197680,7,30,2226292,2226292,0,0
1789511573.7,http://10.100.15.12:8000,0.1145,0.0,122603,0,1165546571,1064178432,5,29,2200982,2200982,0,0
1789511573.7,http://10.100.2.5:8000,0.1658,0.0,122579,0,8540251,2011376,7,27,2188923,2188923,0,0
1789511573.7,http://10.100.2.6:8000,0.1609,0.0,61052,0,8046584,1642000,6,30,2198816,2198816,0,0
1789511573.7,http://10.100.3.5:8000,0.1872,0.0,61268,0,8540787,2197680,7,29,2231451,2231451,0,0
1789511575.7,http://10.100.15.12:8000,0.1586,0.5005,122948,61536,1165669519,1064239968,6,30,2201375,2201375,0,0
1789511575.7,http://10.100.2.5:8000,0.1477,0.0,61311,0,8601562,2011376,6,28,2068436,2068436,0,0
1789511575.7,http://10.100.2.6:8000,0.1427,0.0,122424,0,8169008,1642000,6,30,2199387,2199387,0,0
1789511575.7,http://10.100.3.5:8000,0.1927,0.0,122500,0,8663287,2197680,8,29,2234973,2234973,0,1633
1789511577.8,http://10.100.15.12:8000,0.1879,0.0,61286,0,1165730805,1064239968,7,29,2201375,2201375,0,0
1789511577.8,http://10.100.2.5:8000,0.1843,0.0,61119,0,8662681,2011376,7,27,2191155,2191155,0,0
1789511577.8,http://10.100.2.6:8000,0.1283,0.0,61270,0,8230278,1642000,5,30,2199912,2199912,0,0
1789511577.8,http://10.100.3.5:8000,0.1197,0.0,61335,0,8724622,2197680,5,29,2178531,2178531,0,0
1789511579.8,http://10.100.15.12:8000,0.1879,,0,0,1165730805,1064239968,7,29,2202204,2202204,0,0
1789511579.8,http://10.100.2.5:8000,0.1661,0.0,122636,0,8785317,2011376,7,27,2070265,2070265,0,0
1789511579.8,http://10.100.2.6:8000,0.1283,,0,0,8230278,1642000,5,30,2200262,2138970,61292,0
1789511579.8,http://10.100.3.5:8000,0.1563,0.0,61216,0,8785838,2197680,6,30,2178531,2178531,0,0
1789511581.8,http://10.100.15.12:8000,0.1772,0.0,122545,0,1165853350,1064239968,7,29,2202204,2202204,0,0
1789511581.8,http://10.100.2.5:8000,0.1661,,0,0,8785317,2011376,7,27,2070265,2070265,0,0
1789511581.8,http://10.100.2.6:8000,0.1339,0.0,61124,0,8291402,1642000,5,30,2200300,2200300,0,0
1789511581.8,http://10.100.3.5:8000,0.1563,,0,0,8785838,2197680,6,30,2183941,2183941,0,0
1789511583.8,http://10.100.15.12:8000,0.2065,0.0,61472,0,1165914822,1064239968,8,28,2202637,2202637,0,0
1789511583.8,http://10.100.2.5:8000,0.1515,0.0,61235,0,8846552,2011376,6,26,2197455,2197455,0,0
1789511583.8,http://10.100.2.6:8000,0.1432,0.0,122642,0,8414044,1642000,6,29,2200641,2200641,0,0
1789511583.8,http://10.100.3.5:8000,0.1382,0.0,122744,0,8908582,2197680,6,30,2187522,2187522,0,0
1789511585.8,http://10.100.15.12:8000,0.2193,0.0,61075,0,1165975897,1064239968,8,28,2202637,2202637,0,0
1789511585.8,http://10.100.2.5:8000,0.1845,0.0,61382,0,8907934,2011376,7,29,2137245,2137245,0,0
1789511585.8,http://10.100.2.6:8000,0.1798,0.0,61022,0,8475066,1642000,7,29,2200641,2200641,0,0
1789511585.8,http://10.100.3.5:8000,0.1474,0.0,61712,0,8970294,2197680,6,30,2187522,2187522,0,0
1789511587.8,http://10.100.15.12:8000,0.1937,0.0,122520,0,1166098417,1064239968,8,27,2202988,2202988,0,0
1789511587.8,http://10.100.2.5:8000,0.3035,0.6671,368035,245504,9275969,2256880,12,23,2137897,2137897,0,0
1789511587.8,http://10.100.2.6:8000,0.189,0.0,61184,0,8536250,1642000,7,29,2201133,2201133,0,0
1789511587.8,http://10.100.3.5:8000,0.184,0.0,61382,0,9031676,2197680,7,29,2187522,2187522,0,0
1789511589.9,http://10.100.15.12:8000,0.1937,,0,0,1166098417,1064239968,8,27,2203160,2203160,0,0
1789511589.9,http://10.100.2.5:8000,0.3126,0.0,61113,0,9337082,2256880,12,23,2137897,2137897,0,0
1789511589.9,http://10.100.2.6:8000,0.2492,0.4996,245016,122400,8781266,1764400,10,25,2201599,2201599,0,0
1789511589.9,http://10.100.3.5:8000,0.1895,0.0,61306,0,9092982,2197680,7,29,2191135,2191135,0,0
1789511591.9,http://10.100.15.12:8000,0.2102,0.0,61153,0,1166159570,1064239968,8,28,2204084,2081316,122768,0
1789511591.9,http://10.100.2.5:8000,0.3126,,0,0,9337082,2256880,12,23,2017674,2017674,0,0
1789511591.9,http://10.100.2.6:8000,0.2492,,0,0,8781266,1764400,10,25,2201599,2201599,0,0
1789511591.9,http://10.100.3.5:8000,0.1895,,0,0,9092982,2197680,7,29,2200771,2200771,0,0
1789511593.9,http://10.100.15.12:8000,0.243,0.7495,245256,183824,1166404826,1064423792,9,26,2204074,2204074,0,0
1789511593.9,http://10.100.2.5:8000,0.3009,0.4995,61281,30608,9398363,2287488,11,22,2201980,2201980,0,0
1789511593.9,http://10.100.2.6:8000,0.2621,0.0,61447,0,8842713,1764400,10,25,2203225,2080779,122446,0
1789511593.9,http://10.100.3.5:8000,0.1513,0.3346,184008,61568,9276990,2259248,6,30,2200771,2200771,0,0
1789511595.9,http://10.100.15.12:8000,0.2558,0.0,122306,0,1166527132,1064423792,10,25,2204486,2204486,0,0
1789511595.9,http://10.100.2.5:8000,0.3026,0.3309,183843,60832,9582206,2348320,12,22,2080828,2080828,0,0
1789511595.9,http://10.100.2.6:8000,0.213,0.0,61188,0,8903901,1764400,8,28,2203692,2142476,61216,0
1789511595.9,http://10.100.3.5:8000,0.2118,0.6678,184028,122896,9461018,2382144,8,27,2200951,2200951,0,0
1789511597.9,http://10.100.15.12:8000,0.2888,0.0,61281,0,1166588413,1064423792,11,25,2204486,2204486,0,0
1789511597.9,http://10.100.2.5:8000,0.3154,0.0,61173,0,9643379,2348320,12,21,2143407,2143407,0,0
1789511597.9,http://10.100.2.6:8000,0.1675,0.0,122417,0,9026318,1764400,7,29,2204297,2204297,0,0
1789511597.9,http://10.100.3.5:8000,0.234,0.2362,123010,29056,9584028,2411200,9,26,2202508,2202508,0,0
1789511599.9,http://10.100.15.12:8000,0.2888,,0,0,1166588413,1064423792,11,25,2205449,2205449,0,0
1789511599.9,http://10.100.2.5:8000,0.321,0.4999,122334,61152,9765713,2409472,12,22,2082689,2082689,0,0
1789511599.9,http://10.100.2.6:8000,0.1804,0.0,61327,0,9087645,1764400,7,28,2204658,2143392,61266,0
1789511599.9,http://10.100.3.5:8000,0.3763,0.7992,306138,244656,9890166,2655856,14,22,2202508,2202508,0,0
1789511602.0,http://10.100.15.12:8000,0.2979,0.666,183963,122512,1166772376,1064546304,11,25,2205869,2205869,0,0
1789511602.0,http://10.100.2.5:8000,0.321,,0,0,9765713,2409472,12,22,1899140,1899140,0,0
1789511602.0,http://10.100.2.6:8000,0.1804,,0,0,9087645,1764400,7,28,2204960,2204960,0,0
1789511602.0,http://10.100.3.5:8000,0.3763,,0,0,9890166,2655856,14,22,2206041,2206041,0,0
1789511604.0,http://10.100.15.12:8000,0.2724,0.0,61150,0,1166833526,1064546304,10,26,2206351,2145005,61346,0
1789511604.0,http://10.100.2.5:8000,0.2753,0.0,122535,0,9888248,2409472,11,20,2144640,2144640,0,0
1789511604.0,http://10.100.2.6:8000,0.1895,0.4991,122713,61248,9210358,1825648,7,28,2205316,2205316,0,0
1789511604.0,http://10.100.3.5:8000,0.3489,0.467,122701,57296,10012867,2713152,13,21,2144842,2144842,0,0
1789511606.0,http://10.100.15.12:8000,0.2068,0.0,122505,0,1166956031,1064546304,8,26,2206936,2206936,0,0
1789511606.0,http://10.100.2.5:8000,0.3357,0.6667,184018,122688,10072266,2532160,13,22,2083599,2083599,0,0
1789511606.0,http://10.100.2.6:8000,0.2188,0.0,61336,0,9271694,1825648,8,28,2206899,1961399,245500,0
1789511606.0,http://10.100.3.5:8000,0.345,0.4643,122615,56928,10135482,2770080,13,21,2145455,2145455,0,0
1789511608.0,http://10.100.15.12:8000,0.3219,0.7495,245129,183712,1167201160,1064730016,12,24,2206936,2206936,0,0
1789511608.0,http://10.100.2.5:8000,0.2723,0.4916,61381,30176,10133647,2562336,10,22,2206656,2206656,0,0
1789511608.0,http://10.100.2.6:8000,0.2468,0.9994,2634834,2633264,11906528,4458912,9,0,1840321,1656066,184255,0
1789511608.0,http://10.100.3.5:8000,0.3722,0.4622,122691,56704,10258173,2826784,14,20,2206983,2206983,0,0
1789511610.0,http://10.100.15.12:8000,0.3219,,0,0,1167201160,1064730016,12,24,2206936,2206936,0,0
1789511610.0,http://10.100.2.5:8000,0.5163,0.8855,551575,488400,10685222,3050736,19,17,2206901,2145687,61214,0
1789511610.0,http://10.100.2.6:8000,0.1793,0.9467,1165794,1103696,13072322,5562608,7,3,980842,980842,0,0
