program_id,turn,status,latency_s,prompt_tokens,completion_tokens
bench-ab-20260915-205919-tr-nodecay-s010,1,200,1853.545,61541,24
bench-ab-20260915-205919-tr-nodecay-s010,2,200,1802.171,61594,34
bench-ab-20260915-205919-tr-nodecay-s011,0,200,31.063,61197,41
bench-ab-20260915-205919-tr-nodecay-s011,1,200,79.425,61267,49
bench-ab-20260915-205919-tr-nodecay-s011,2,200,36.223,61345,53
bench-ab-20260915-205919-tr-nodecay-s012,0,200,36.482,61205,55
bench-ab-20260915-205919-tr-nodecay-s012,1,200,76.194,61289,43
bench-ab-20260915-205919-tr-nodecay-s012,2,200,33.552,61361,40
bench-ab-20260915-205919-tr-nodecay-s013,0,200,34.216,61232,39
bench-ab-20260915-205919-tr-nodecay-s013,1,200,80.714,61300,30
bench-ab-20260915-205919-tr-nodecay-s013,2,200,31.367,61359,46
bench-ab-20260915-205919-tr-nodecay-s014,0,200,34.089,61218,31
bench-ab-20260915-205919-tr-nodecay-s014,1,200,81.376,61278,63
bench-ab-20260915-205919-tr-nodecay-s014,2,200,30.882,61370,54
bench-ab-20260915-205919-tr-nodecay-s015,0,200,39.85,61376,48
bench-ab-20260915-205919-tr-nodecay-s015,1,200,1854.044,61453,45
bench-ab-20260915-205919-tr-nodecay-s015,2,200,1802.244,61527,55
bench-ab-20260915-205919-tr-nodecay-s016,0,200,37.636,61206,31
bench-ab-20260915-205919-tr-nodecay-s016,1,200,77.575,61266,25
bench-ab-20260915-205919-tr-nodecay-s016,2,200,30.404,61320,37
bench-ab-20260915-205919-tr-nodecay-s017,0,200,41.107,61376,38
bench-ab-20260915-205919-tr-nodecay-s017,1,200,1856.964,61443,39
bench-ab-20260915-205919-tr-nodecay-s017,2,200,1802.116,61511,31
bench-ab-20260915-205919-tr-nodecay-s018,0,200,41.291,61145,32
bench-ab-20260915-205919-tr-nodecay-s018,1,200,80.749,61206,67
bench-ab-20260915-205919-tr-nodecay-s018,2,200,23.764,61302,52
bench-ab-20260915-205919-tr-nodecay-s019,0,200,47.118,61296,49
bench-ab-20260915-205919-tr-nodecay-s019,1,200,97.759,61374,61
bench-ab-20260915-205919-tr-nodecay-s019,2,200,1.246,61464,57
bench-ab-20260915-205919-tr-nodecay-s020,0,200,45.238,61351,34
bench-ab-20260915-205919-tr-nodecay-s020,1,200,1864.533,61414,65
bench-ab-20260915-205919-tr-nodecay-s020,2,200,1802.355,61508,80
bench-ab-20260915-205919-tr-nodecay-s021,0,200,48.666,61176,41
bench-ab-20260915-205919-tr-nodecay-s021,1,200,79.46,61246,63
bench-ab-20260915-205919-tr-nodecay-s021,2,200,17.6,61338,75
bench-ab-20260915-205919-tr-nodecay-s022,0,200,48.019,61133,30
bench-ab-20260915-205919-tr-nodecay-s022,1,200,79.451,61192,53
bench-ab-20260915-205919-tr-nodecay-s022,2,200,17.779,61274,50
bench-ab-20260915-205919-tr-nodecay-s023,0,200,53.925,61230,48
bench-ab-20260915-205919-tr-nodecay-s023,1,200,83.119,61307,80
bench-ab-20260915-205919-tr-nodecay-s023,2,200,8.166,61417,54
bench-ab-20260915-205919-tr-nodecay-s024,0,200,51.807,61146,33
bench-ab-20260915-205919-tr-nodecay-s024,1,200,89.245,61208,80
bench-ab-20260915-205919-tr-nodecay-s024,2,200,3.458,61318,34
bench-ab-20260915-205919-tr-nodecay-s025,0,200,59.476,61200,56
bench-ab-20260915-205919-tr-nodecay-s025,1,200,77.518,61285,59
bench-ab-20260915-205919-tr-nodecay-s025,2,200,8.119,61373,66
bench-ab-20260915-205919-tr-nodecay-s026,0,200,55.546,60923,34
bench-ab-20260915-205919-tr-nodecay-s026,1,200,74.141,60986,48
bench-ab-20260915-205919-tr-nodecay-s026,2,200,15.036,61063,49
bench-ab-20260915-205919-tr-nodecay-s027,0,200,60.811,61251,47
bench-ab-20260915-205919-tr-nodecay-s027,1,200,78.867,61327,47
bench-ab-20260915-205919-tr-nodecay-s027,2,200,4.816,61403,45
bench-ab-20260915-205919-tr-nodecay-s028,0,200,58.57,61163,31
bench-ab-20260915-205919-tr-nodecay-s028,1,200,78.282,61223,52
bench-ab-20260915-205919-tr-nodecay-s028,2,200,7.616,61304,48
bench-ab-20260915-205919-tr-nodecay-s029,0,200,63.622,61335,44
bench-ab-20260915-205919-tr-nodecay-s029,1,200,1850.28,61408,30
bench-ab-20260915-205919-tr-nodecay-s029,2,200,28.835,61467,51
bench-ab-20260915-205919-tr-nodecay-s030,0,200,63.164,61216,36
bench-ab-20260915-205919-tr-nodecay-s030,1,200,75.027,61281,51
bench-ab-20260915-205919-tr-nodecay-s030,2,200,6.059,61361,51
bench-ab-20260915-205919-tr-nodecay-s031,0,200,64.331,61328,33
bench-ab-20260915-205919-tr-nodecay-s031,1,200,1858.069,61390,56
bench-ab-20260915-205919-tr-nodecay-s031,2,200,20.349,61475,62
bench-ab-20260915-205919-tr-nodecay-s032,0,200,63.995,61192,25
bench-ab-20260915-205919-tr-nodecay-s032,1,200,68.978,61246,39
bench-ab-20260915-205919-tr-nodecay-s032,2,200,10.493,61314,33
bench-ab-20260915-205919-tr-nodecay-s033,0,200,67.322,61314,30
bench-ab-20260915-205919-tr-nodecay-s033,1,200,76.639,61373,77
bench-ab-20260915-205919-tr-nodecay-s033,2,200,0.768,61479,62
bench-ab-20260915-205919-tr-nodecay-s034,0,200,68.602,61117,29
bench-ab-20260915-205919-tr-nodecay-s034,1,200,74.378,61175,51
bench-ab-20260915-205919-tr-nodecay-s034,2,200,1.455,61255,67
bench-ab-20260915-205919-tr-nodecay-s035,0,200,71.137,61247,31
bench-ab-20260915-205919-tr-nodecay-s035,1,200,71.811,61307,61
bench-ab-20260915-205919-tr-nodecay-s035,2,200,1.099,61397,41
bench-ab-20260915-205919-tr-nodecay-s036,0,200,73.154,61080,33
bench-ab-20260915-205919-tr-nodecay-s036,1,200,69.572,61142,51
bench-ab-20260915-205919-tr-nodecay-s036,2,200,1.523,61222,80
bench-ab-20260915-205919-tr-nodecay-s037,0,200,76.774,61049,40
bench-ab-20260915-205919-tr-nodecay-s037,1,200,65.825,61118,36
bench-ab-20260915-205919-tr-nodecay-s037,2,200,1.099,61183,38
bench-ab-20260915-205919-tr-nodecay-s038,0,200,81.279,61161,51
bench-ab-20260915-205919-tr-nodecay-s038,1,200,62.346,61241,55
bench-ab-20260915-205919-tr-nodecay-s038,2,200,0.554,61325,50
bench-ab-20260915-205919-tr-nodecay-s039,0,200,79.367,61138,36
bench-ab-20260915-205919-tr-nodecay-s039,1,200,64.21,61203,80
bench-ab-20260915-205919-tr-nodecay-s039,2,200,0.42,61313,31
bench-ab-20260915-205919-tr-nodecay-s040,0,200,80.715,61051,35
bench-ab-20260915-205919-tr-nodecay-s040,1,200,62.553,61115,61
bench-ab-20260915-205919-tr-nodecay-s040,2,200,0.54,61205,40
bench-ab-20260915-205919-tr-nodecay-s041,0,200,81.967,61122,33
bench-ab-20260915-205919-tr-nodecay-s041,1,200,60.58,61184,37
bench-ab-20260915-205919-tr-nodecay-s041,2,200,0.931,61250,54
bench-ab-20260915-205919-tr-nodecay-s042,0,200,82.935,61200,29
bench-ab-20260915-205919-tr-nodecay-s042,1,200,1828.96,61258,37
bench-ab-20260915-205919-tr-nodecay-s042,2,200,29.311,61324,57
bench-ab-20260915-205919-tr-nodecay-s043,0,200,1809.643,61303,33
bench-ab-20260915-205919-tr-nodecay-s043,1,200,71.979,61365,48
bench-ab-20260915-205919-tr-nodecay-s043,2,200,1802.163,61442,40
bench-ab-20260915-205919-tr-nodecay-s044,0,200,1811.023,61295,31
bench-ab-20260915-205919-tr-nodecay-s044,1,200,71.907,61355,53
bench-ab-20260915-205919-tr-nodecay-s044,2,200,57.704,61437,46
bench-ab-20260915-205919-tr-nodecay-s045,0,200,1813.174,61213,33
bench-ab-20260915-205919-tr-nodecay-s045,1,200,68.19,61275,48
bench-ab-20260915-205919-tr-nodecay-s045,2,200,53.011,61352,36
bench-ab-20260915-205919-tr-nodecay-s046,0,200,1817.933,61213,45
bench-ab-20260915-205919-tr-nodecay-s046,1,200,58.872,61287,30
bench-ab-20260915-205919-tr-nodecay-s046,2,200,52.873,61346,31
bench-ab-20260915-205919-tr-nodecay-s047,0,200,1818.141,61117,38
bench-ab-20260915-205919-tr-nodecay-s047,1,200,61.198,61184,41
bench-ab-20260915-205919-tr-nodecay-s047,2,200,52.903,61254,36
bench-ab-20260915-205919-tr-nodecay-s048,0,200,1819.828,61184,38
bench-ab-20260915-205919-tr-nodecay-s048,1,200,57.303,61251,33
bench-ab-20260915-205919-tr-nodecay-s048,2,200,55.753,61313,32
bench-ab-20260915-205919-tr-nodecay-s049,0,200,1821.772,61280,38
bench-ab-20260915-205919-tr-nodecay-s049,1,200,57.312,61347,41
bench-ab-20260915-205919-tr-nodecay-s049,2,200,60.671,61417,46
bench-ab-20260915-205919-tr-nodecay-s050,0,200,1825.541,61063,47
bench-ab-20260915-205919-tr-nodecay-s050,1,200,66.474,61139,80
bench-ab-20260915-205919-tr-nodecay-s050,2,200,48.231,61249,80
bench-ab-20260915-205919-tr-nodecay-s051,0,200,1825.417,61150,39
bench-ab-20260915-205919-tr-nodecay-s051,1,200,56.783,61218,40
bench-ab-20260915-205919-tr-nodecay-s051,2,200,51.418,61287,36
bench-ab-20260915-205919-tr-nodecay-s052,0,200,1827.702,61250,42
bench-ab-20260915-205919-tr-nodecay-s052,1,200,60.844,61321,61
bench-ab-20260915-205919-tr-nodecay-s052,2,200,51.075,61411,80
bench-ab-20260915-205919-tr-nodecay-s053,0,200,1830.658,61161,45
bench-ab-20260915-205919-tr-nodecay-s053,1,200,51.518,61235,30
bench-ab-20260915-205919-tr-nodecay-s053,2,200,50.073,61294,32
bench-ab-20260915-205919-tr-nodecay-s054,0,200,1828.696,61268,31
bench-ab-20260915-205919-tr-nodecay-s054,1,200,65.607,61328,80
bench-ab-20260915-205919-tr-nodecay-s054,2,200,45.15,61438,39
bench-ab-20260915-205919-tr-nodecay-s055,0,200,1832.448,61137,38
bench-ab-20260915-205919-tr-nodecay-s055,1,200,52.474,61204,37
bench-ab-20260915-205919-tr-nodecay-s055,2,200,52.984,61270,53
bench-ab-20260915-205919-tr-nodecay-s056,0,200,1835.168,61169,43
bench-ab-20260915-205919-tr-nodecay-s056,1,200,56.088,61241,40
bench-ab-20260915-205919-tr-nodecay-s056,2,200,48.177,61310,80
bench-ab-20260915-205919-tr-nodecay-s057,0,200,1834.761,61243,34
bench-ab-20260915-205919-tr-nodecay-s057,1,200,53.457,61306,36
bench-ab-20260915-205919-tr-nodecay-s057,2,200,49.98,61371,54
bench-ab-20260915-205919-tr-nodecay-s058,0,200,1840.849,61042,51
bench-ab-20260915-205919-tr-nodecay-s058,1,200,69.999,61122,56
bench-ab-20260915-205919-tr-nodecay-s058,2,200,28.67,61207,80
bench-ab-20260915-205919-tr-nodecay-s059,0,200,1837.548,61085,30
bench-ab-20260915-205919-tr-nodecay-s059,1,200,58.504,61144,45
bench-ab-20260915-205919-tr-nodecay-s059,2,200,42.746,61218,57
bench-ab-20260915-205919-tr-nodecay-s060,0,200,1839.166,61157,30
bench-ab-20260915-205919-tr-nodecay-s060,1,200,58.917,61216,45
bench-ab-20260915-205919-tr-nodecay-s060,2,200,39.757,61290,29
bench-ab-20260915-205919-tr-nodecay-s061,0,200,1841.536,61189,33
bench-ab-20260915-205919-tr-nodecay-s061,1,200,63.334,61251,58
bench-ab-20260915-205919-tr-nodecay-s061,2,200,34.191,61338,80
bench-ab-20260915-205919-tr-nodecay-s062,0,200,1842.825,61264,30
bench-ab-20260915-205919-tr-nodecay-s062,1,200,60.98,61323,47
bench-ab-20260915-205919-tr-nodecay-s062,2,200,34.635,61399,46
bench-ab-20260915-205919-tr-nodecay-s063,0,200,112.382,61324,29
bench-ab-20260915-205919-tr-nodecay-s063,1,200,27.849,61382,45
bench-ab-20260915-205919-tr-nodecay-s063,2,200,0.55,61456,35
bench-ab-20260915-205919-tr-nodecay-s064,0,200,1845.008,61317,33
bench-ab-20260915-205919-tr-nodecay-s064,1,200,62.494,61379,54
bench-ab-20260915-205919-tr-nodecay-s064,2,200,1802.365,61462,80
bench-ab-20260915-205919-tr-nodecay-s065,0,200,1846.876,61127,33
bench-ab-20260915-205919-tr-nodecay-s065,1,200,63.33,61189,49
bench-ab-20260915-205919-tr-nodecay-s065,2,200,28.138,61267,54
bench-ab-20260915-205919-tr-nodecay-s066,0,200,1854.531,61514,57
bench-ab-20260915-205919-tr-nodecay-s066,1,200,1804.124,61600,62
bench-ab-20260915-205919-tr-nodecay-s066,2,200,0.497,61691,61
bench-ab-20260915-205919-tr-nodecay-s067,0,200,1851.87,61226,38
bench-ab-20260915-205919-tr-nodecay-s067,1,200,81.035,61293,59
bench-ab-20260915-205919-tr-nodecay-s067,2,200,5.473,61381,80
bench-ab-20260915-205919-tr-nodecay-s068,0,200,1851.742,61302,31
bench-ab-20260915-205919-tr-nodecay-s068,1,200,85.363,61362,54
bench-ab-20260915-205919-tr-nodecay-s068,2,200,1.138,61445,51
bench-ab-20260915-205919-tr-nodecay-s069,0,200,1855.531,61371,39
bench-ab-20260915-205919-tr-nodecay-s069,1,200,1802.687,61439,43
bench-ab-20260915-205919-tr-nodecay-s069,2,200,0.388,61511,42
bench-ab-20260915-205919-tr-nodecay-s070,0,200,1859.166,61092,47
bench-ab-20260915-205919-tr-nodecay-s070,1,200,57.007,61168,43
bench-ab-20260915-205919-tr-nodecay-s070,2,200,21.5,61240,51
bench-ab-20260915-205919-tr-nodecay-s071,0,200,1864.499,61135,60
bench-ab-20260915-205919-tr-nodecay-s071,1,200,58.746,61224,48
bench-ab-20260915-205919-tr-nodecay-s071,2,200,14.504,61301,68
bench-ab-20260915-205919-tr-nodecay-s072,0,200,1863.996,61159,52
bench-ab-20260915-205919-tr-nodecay-s072,1,200,56.305,61240,52
bench-ab-20260915-205919-tr-nodecay-s072,2,200,16.785,61321,35
bench-ab-20260915-205919-tr-nodecay-s073,0,200,1862.747,61303,40
bench-ab-20260915-205919-tr-nodecay-s073,1,200,73.724,61372,46
bench-ab-20260915-205919-tr-nodecay-s073,2,200,1.023,61447,43
bench-ab-20260915-205919-tr-nodecay-s074,0,200,1864.945,61101,42
bench-ab-20260915-205919-tr-nodecay-s074,1,200,63.84,61172,80
bench-ab-20260915-205919-tr-nodecay-s074,2,200,8.702,61282,80
bench-ab-20260915-205919-tr-nodecay-s075,0,200,1865.107,61091,35
bench-ab-20260915-205919-tr-nodecay-s075,1,200,55.556,61155,47
bench-ab-20260915-205919-tr-nodecay-s075,2,200,16.346,61231,49
bench-ab-20260915-205919-tr-nodecay-s076,0,200,1871.669,61244,48
bench-ab-20260915-205919-tr-nodecay-s076,1,200,52.164,61321,49
bench-ab-20260915-205919-tr-nodecay-s076,2,200,13.398,61399,80
bench-ab-20260915-205919-tr-nodecay-s077,0,200,1870.89,61184,38
bench-ab-20260915-205919-tr-nodecay-s077,1,200,53.064,61251,38
bench-ab-20260915-205919-tr-nodecay-s077,2,200,12.802,61318,49
bench-ab-20260915-205919-tr-nodecay-s078,0,200,1871.414,61274,33
bench-ab-20260915-205919-tr-nodecay-s078,1,200,54.005,61336,52
bench-ab-20260915-205919-tr-nodecay-s078,2,200,11.134,61417,45
bench-ab-20260915-205919-tr-nodecay-s079,0,200,1880.408,61223,59
bench-ab-20260915-205919-tr-nodecay-s079,1,200,53.514,61311,49
bench-ab-20260915-205919-tr-nodecay-s079,2,200,2.381,61389,40
